DOY2,HR2,CO2,FC,G_1_1_1,G_2_1_1,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,PPFD_IN,PPFD_OUT,RH,SC,SH,SLE,SW_IN,SW_OUT,TAU,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_6_1,T_CANOPY,T_SONIC,USTAR,U_SIGMA,VPD,V_SIGMA,WS,W_SIGMA,TA_2_1_1,TA_1_1_2,TS_1_5_1
1,0.25,406.05334095,0.779603993,-6.949,-0.644,-2.1695435065,4.839543323,10.17063699,291.35,309.05,-7.4815,99.69151837,0.044,0.016,92.1,0.045773743,0.23328764075,0.12646375825,-0.2505,1.2205,-0.0410125475,-1.844,-0.1,0.383,1.384,3.199,3.3,-0.2,-0.2,4.57975,2.3415,7.55025,-1.225,0.13410122275,0.3974081565,1.0407158076055,1.007864373,0.782557108216519,4.75873861675,0.449711257951572,-3.4845,0.7129419,5.317
1,0.75,404.3238704,0.7582505665,-6.9655,-0.741,-1.791280158,4.78874646475,10.8195321925,289.25,308.65,-6.352,99.74210139,0.03675,0.015,91.725,0.044473078,0.25574061875,0.137265001,-0.2045,1.259,-0.037587649,-1.9115,-0.11275,0.349,1.333,3.25,3.3,-0.2,-0.2,4.45,2.325,7.5575,-1.082,-0.146186596,0.396786215,1.02146632396766,0.942278028,0.788661045697073,4.638396655,0.462492278854469,-3.47475,0.3945012,5.317
1,1.25,403.226568675,0.86189068725,-3.143,-2.045,-2.0850114255,4.69107835075,9.911539553,289.3,308.5,-5.5385,99.71217572,0.0445,0.0135,91.6,0.04176801275,0.1737762085,0.0518950485,-0.1795,1.2385,-0.036910115,-1.9245,-0.112,0.333,1.384,3.216,3.3,-0.2,-0.2,4.433,2.32075,7.5535,-1.409,-0.248951957,0.389544703,1.01714986201298,0.964300488,0.759059998350496,4.598371904,0.43980524077069,-3.507,0.1541068,5.3
1,1.75,404.85105715,0.839664091,-3.14725,-1.768,-2.20386255675,4.633586375,9.4414988905,290.35,308.1,-4.8175,99.720208435,0.0445,0.01725,91.45,0.05096961425,0.2151613325,0.0893512805,-0.1245,1.2275,-0.0324883315,-2.167,-0.12925,0.333,1.383,3.217,3.3,-0.2,-0.2,4.4415,2.3295,7.56625,-1.365,-0.62504749875,0.3979634925,1.00311841261139,0.98060369775,0.744095802650648,4.45794406325,0.427278956414374,-3.58375,-0.06947828,5.317
1,2.25,406.59334685,0.727277224,-3.18275,-1.85,-1.511408681,4.5793129465,11.124980515,290.4,309,-5.578,99.758450315,0.05175,0.01225,91.8,0.040495071,0.2007603105,0.133150568,-0.174,1.2355,-0.033341234,-1.973,-0.117,0.317,1.366,3.235,3.3,-0.2,-0.2,4.232,2.36625,7.554,-1.275,-0.7749781795,0.385583496,1.04444027281823,0.950310655,0.752981267316005,4.6687109005,0.42602292529316,-3.732,-0.342217,5.3
1,2.75,404.396036425,0.764646582,-3.37125,-1.926,-1.1405960445,4.734978381,10.805317875,291.95,307.4,-4.641,99.780006695,0.04375,0.015,91.6,0.03800879725,0.2632225945,0.12202232125,-0.179,1.1935,-0.0399534855,-2.1505,-0.11275,0.3,1.383,3.199,3.3,-0.2,-0.2,4.2595,2.32975,7.533,-1.22175,-0.670775861,0.3742165505,0.986020702438995,0.894202595,0.760779134504479,4.4938769105,0.434449264241745,-3.813,-0.7548152,5.317
1,3.25,402.059838425,0.77318906125,-3.42725,-1.89,-1.461999107,4.721319977,11.273025585,290.75,305.925,-4.485,99.804048805,0.047,0.015,91.4,0.02984536725,0.3166338695,0.144308901,-0.197,1.1955,-0.0399145715,-2.247,-0.113,0.3,1.367,3.199,3.3,-0.2,-0.2,4.3315,2.33725,7.554,-1.52775,-1.2232147475,0.390600613,1.03515781744516,0.9204551965,0.747314113456369,4.503172477,0.424505905635857,-4.00875,-0.9037246,5.3
1,3.75,407.06702395,0.690898317,-3.4605,-2.097,-0.3064286555,4.74436786875,10.26553752,292.25,305.05,-4.383,99.759391755,0.05175,0.01725,92.05,0.033817727,0.3562834275,0.17215019825,-0.2205,1.181,-0.0366439515,-2.3485,-0.12975,0.301,1.4,3.2,3.3,-0.2,-0.2,4.142,2.321,7.52125,-1.539,-1.3853052925,0.387757935,1.03011569280589,0.941341754,0.789645409248281,4.5034241615,0.446018359639076,-3.67825,-1.000429,5.301
1,4.25,408.3413006,0.6784856045,-3.36925,-2.18544,-0.39960910175,4.6305466685,11.12717837,293.7,305.425,-4.199,99.82055072,0.036,0.015,91.725,0.04140977325,0.350825892,0.1552537835,-0.196,1.1955,-0.0309433155,-2.296,-0.1415,0.283,1.368,3.183,3.3,-0.2,-0.2,4.184,2.31625,7.51225,-1.58,-1.3543786195,0.3757582935,0.974702581441727,0.92043231,0.779247141797532,4.350491799,0.422250877814542,-3.4305,-1.053989,5.351
1,4.75,404.723402375,0.7739293515,-3.36525,-2.2456,0.795780361,4.641603472,11.805278715,293.85,306,-4.3905,99.80546286,0.0465,0.015,92.5,0.054697043,0.222585956,0.1567170355,-0.2145,1.21,-0.032151297,-2.377,-0.13375,0.249,1.382,3.217,3.3,-0.2,-0.2,4.25,2.3,7.50425,-1.7845,-1.335628556,0.394278472,1.06316620807849,0.8868118715,0.820917005549282,4.483764013,0.441907976845859,-3.997,-0.9922875,5.333
