DOY2,HR2,FC,LE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_5_2,H2O_1_5_2,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,CO2_1_7_2,H2O_1_7_2,CO2_1_7_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,TA_1_7_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_1_5_1,T_CANOPY_2_5_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_IN_1_7_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.110515079188849,0.501157687,0.125911672022828,-7.22227977040117,-3.84802341809633,0.471529551,417.364635269049,3.18509241019056,412.8926882,3.546084234,417.505477189542,415.4746573,3.826393829,420.690735173196,416.46132895,4.19162860387795,422.6717942,417.5456322,4.477643751,444.705919,5.2576199365,429.768087977876,4.90447949028155,452.5656409,397.11989440841,4.51766778510125,452.799687829653,0.969790498,2.721835988,0.32274171,0.96,0.63,0.34,0.32,0.24,2.6149,2.161,-0.1694,-1.1591,-2.5614,-3.0211,-3.8649,-4.28195,78.764655,38.72,4.49695,-1.12,-1.51,-1.25,-1.45,-0.13,1.33,1.1,-2.27,2.4,0.97,240.8,310.2,315.8,318.6,0.14,0.09,0.21,0.1,0.14,0.13,0.71,0.09,0.03,0.13,0.792,0.92,1.393,2.037,2.3295,2.649,2.998,3.397,0.521,0.456,1.015,1.546,2.037,2.405,2.96,3.558,0.699,0.67,1.678,2.196,3.001,0.488,0.61,1.434,1.5935,1.966,3.005,3.605,4.333,4.368,0.499,0.696,1.509,2.054,-3.619,-4.822,-1.8195,-37.865
1,0.75,0.190690841638104,1.29661329229419,0.125567056840454,-9.04223087435418,4.66094839227972,0.504947809,417.396607690663,3.389365835,412.9924152,3.386630715,417.686972501735,416.3305671,3.772937029,419.314426686374,419.8941093,3.97893995516797,422.0687394,422.6628028,4.340262429,443.2222519,4.9816377655,429.218942542514,4.849646574,454.3798194,398.26054344137,4.46552518964483,453.779952275398,0.970322262120998,2.482241132,0.289237153,0.97,0.63,0.345,0.31,0.24,2.632,1.95,-0.1565,-1.2903,-2.5049,-3.146,-3.8985,-4.3706,78.75257,39.29,4.6299,-1.24,-1.56,-1.35,-1.56,-0.19,1.33,1.1,-2.49,2.3,0.85,242.2,309.4,316.1,318.6,0.14,0.09,0.21,0.1,0.14,0.13,0.69,0.09,0.03,0.13,0.793,0.932,1.391,2.036,2.3285,2.648,2.997,3.397,0.523,0.456,1.015,1.546,2.037,2.405,2.959,3.557,0.644,0.671,1.679,2.195,3,0.492,0.6095,1.4345,1.598,1.966,3.005,3.604,4.332,4.367,0.501,0.698,1.511,2.051,-3.634,-4.791,-1.812,-37.7
1,1.25,0.252356865790263,0.37982043072019,0.116116711,-6.928061865,-7.82373380967199,0.451496323958069,417.483622651166,3.29359015189173,412.7420658,3.382008671,417.493390522436,415.7054696,3.83361018122625,420.824714042105,416.9009923,4.119352141,423.1510785,420.9110701,4.438651661,443.38754925,4.8301086475,429.483910109834,4.736032004,453.3635064,398.942390961099,4.55432748631217,456.15327066879,1.043887515,2.474313989,0.262375301,0.97,0.61,0.35,0.32,0.235,2.6194,2.312,-0.3368,-1.3202,-2.6641,-3.1265,-3.9223,-4.21795,78.75176,38.785,4.5251,-1.22,-1.56,-1.45,-1.77,-0.3,1.31,1.1,-2.64,2.3,0.86,242.4,309.5,316.2,318.6,0.14,0.09,0.21,0.1,0.14,0.13,0.71,0.09,0.04,0.13,0.794,0.932,1.389,2.032,2.328,2.648,2.997,3.396,0.522,0.456,1.016,1.546,2.037,2.4075,2.958,3.557,0.646,0.661,1.665,2.187,2.999,0.492,0.598,1.4345,1.598,1.966,3.004,3.603,4.332,4.366,0.504,0.7,1.513,2.0525,-3.631,-4.828,-1.741,-34.44
1,1.75,0.126545442957649,0.49131072,0.12031815,-3.05074411352387,-0.974843356975074,0.447049759,417.687625555406,3.20517653297366,412.27869615,3.395374818,417.157673905346,415.4367794,3.812310857,420.84180675,415.7509126,4.182715797,422.6542656,415.989697,4.48171476659638,444.4438453,5.073826489,426.6936222,4.94847184,454.3034301,397.699474276963,4.55620279573682,458.755177229643,0.964022331,2.247970204,0.290124308698261,0.89,0.575,0.34,0.29,0.23,2.35835,2.285,-0.2401,-1.3332,-2.8153,-3.3503,-4.1284,-4.1777,78.751735,38.065,4.55425,-1.39,-1.72,-1.69,-1.7,-0.43,1.24,1.1,-2.39,2.3,1.03,242.2,309.6,316.3,318.6,0.14,0.09,0.21,0.1,0.14,0.12,0.67,0.09,0.03,0.13,0.795,0.933,1.388,2.028,2.336,2.647,2.996,3.396,0.522,0.455,1.016,1.546,2.037,2.407,2.958,3.556,0.647,0.663,1.666,2.188,2.998,0.493,0.5985,1.435,1.5985,1.9705,3.004,3.601,4.322,4.366,0.506,0.703,1.488,2.047,-3.6195,-4.82,-1.785,-27.07
1,2.25,0.124203938,0.112462699043408,0.128257289269456,-3.32386573,-3.81521216901952,0.489965015628412,417.967034287298,3.3183048353317,410.9686726,3.39410353,417.50870975,414.49241595,3.5975659132782,420.6206352,415.77877275,4.12935447886173,421.957424132841,418.163041819379,4.499775154,443.783784,4.848225006,426.0269493,4.67936176246379,455.2052586,396.948658185204,4.54157770200441,452.850885300633,0.995787892,2.647888586,0.304683479349573,0.95,0.63,0.35,0.31,0.23,2.49,2.338,-0.439,-1.5228,-2.837,-3.396,-4.1981,-4.4604,78.768765,39.685,4.4391,-1.51,-2.03,-1.86,-1.91,-0.56,1.24,1.2,-2.075,2.5,0.95,238.8,309.5,316.3,318.6,0.14,0.09,0.21,0.1,0.15,0.12,0.68,0.09,0.03,0.13,0.767,0.933,1.387,2.0195,2.326,2.647,3.005,3.396,0.521,0.454,1.016,1.547,2.037,2.405,2.958,3.556,0.629,0.666,1.668,2.189,2.996,0.494,0.593,1.433,1.599,1.97,3.003,3.6,4.322,4.365,0.508,0.705,1.457,2.046,-3.6275,-4.873,-1.779,-26.845
1,2.75,0.681935713536339,0.901197659696176,0.1258441545,-5.266882721,-2.41981943278572,0.472361688756874,417.9100088,3.40452894093712,412.9498314,3.400700809,417.45970495873,415.2039757,3.80401651024906,420.3254871,418.13200065,4.19928095671247,423.4622268,419.432469,4.4148170496054,444.7171214,4.762453393,431.174863808092,4.654181696,452.2129565,399.716637118087,4.59856875468571,452.683099394231,1.016363708,2.6154220315,0.313993258,0.96,0.635,0.37,0.31,0.24,2.4253,2.125,-0.3269,-1.5344,-2.8055,-3.5398,-4.3944,-4.5413,78.75979,39.29,4.3789,-1.64,-2.03,-2.04,-2.16,-0.64,1.25,1.1,-1.985,2.3,0.91,238.8,309.1,316.1,318.6,0.14,0.09,0.21,0.1,0.14,0.12,0.7,0.09,0.04,0.13,0.77,0.933,1.386,2.017,2.325,2.641,3.004,3.395,0.522,0.454,1.016,1.547,2.037,2.4035,2.958,3.555,0.632,0.668,1.669,2.1885,2.995,0.495,0.599,1.434,1.599,1.97,3.002,3.599,4.321,4.364,0.511,0.696,1.425,2.045,-3.6445,-4.901,-1.818,-24.9
1,3.25,0.161422664,0.664092788,0.1270419315,-3.879809753,2.90109003388205,0.492853954670453,417.8196153,3.32042643086877,412.9319455,3.408633679,417.7764716,415.2683332,3.943536206,420.5041338,417.7619453,4.20967066897881,422.3788971,422.2647374,4.47921092376178,445.82564815,4.8825367795,432.6499652,4.667057045,457.5104116,396.339918049246,4.64074326568993,461.369707643312,1.1301233495,2.50692516515696,0.302787417,0.975,0.64,0.36,0.31,0.24,2.43945,2.174,-0.3139,-1.4425,-3.0024,-3.5487,-4.5687,-4.7158,78.76029,39.775,4.3954,-1.72,-2.04,-2.09,-2.16,-0.81,1.25,1.1,-2.18,2.4,1,239.5,309.2,316.1,318.5,0.14,0.09,0.21,0.1,0.14,0.13,0.27,0.09,0.03,0.13,0.771,0.911,1.383,2.014,2.3245,2.64,3.004,3.394,0.522,0.453,1.016,1.543,2.037,2.404,2.957,3.555,0.635,0.67,1.671,2.187,2.998,0.4955,0.5995,1.4365,1.599,1.968,3.002,3.598,4.321,4.364,0.513,0.668,1.4275,2.05,-3.657,-4.8315,-1.8195,-36.49
1,3.75,0.083774512,1.533009735,0.122328217,-5.98733287249397,-2.86516819174239,0.454844476,417.386902101194,3.28791194622569,413.6368642,3.280578509,417.3235285,415.6665705,3.81973564149039,420.582700708333,418.95955295,4.20204710684539,422.2548831,422.5462531,4.254740826,444.8812693,4.648259202,432.757065931049,4.64532506401766,451.111367397476,395.294934100766,4.67283381448001,453.745072062893,1.01240369107229,2.89653275952128,0.324160621409398,0.945,0.6,0.355,0.32,0.24,3.0708,2.582,-0.3805,-1.6948,-3.0401,-3.64635,-4.4901,-4.8103,78.732355,38.165,4.5452,-1.8,-2.12,-2.23,-2.24,-0.93,1.25,1.1,-2.41,2.3,0.93,241.2,308.5,316.1,318.5,0.13,0.09,0.21,0.1,0.14,0.13,0.24,0.09,0.03,0.13,0.774,0.912,1.371,2.0105,2.332,2.6395,2.994,3.393,0.522,0.453,1.016,1.542,2.037,2.404,2.957,3.554,0.638,0.659,1.672,2.186,3.001,0.495,0.605,1.437,1.599,1.968,3.011,3.597,4.32,4.363,0.516,0.639,1.4295,2.051,-3.608,-4.893,-1.816,-36.88
1,4.25,0.213409977511927,1.23668491255537,0.118105958287706,-5.496761777,-5.06012177990489,0.509792058,417.7285664,3.14968670356917,411.65472935,3.39716310275854,417.2592871,415.8027967,3.90164532667144,420.91560459375,417.1565022,4.141771254,422.5545123,419.122479,4.394449839,444.57883645,4.844647538,433.104754264861,4.64248856487687,458.8709975,397.749174494686,4.63174789926927,457.829035361022,1.0406600925,2.79681069425106,0.330882799,0.945,0.64,0.37,0.31,0.24,2.9623,2.619,-0.2297,-1.5765,-3.0026,-3.89545,-4.7068,-4.8071,78.7143,38.68,4.679,-1.89,-2.45,-2.425,-2.46,-0.99,1.26,1.1,-2.09,2.3,0.96,234.9,307.7,316,318.5,0.14,0.09,0.2,0.1,0.14,0.12,0.25,0.09,0.04,0.13,0.756,0.907,1.376,2.012,2.331,2.644,2.994,3.3935,0.522,0.453,1.016,1.542,2.037,2.404,2.956,3.554,0.64,0.623,1.674,2.186,3,0.496,0.605,1.4375,1.6,1.968,3.0105,3.596,4.32,4.362,0.52,0.632,1.463,2.053,-3.633,-4.855,-1.758,-33.34
1,4.75,0.211203720576574,0.940360090110735,0.116824333,-4.67063761802217,-4.89349901960084,0.507567248,417.6297689,3.34066955628438,413.1616003,3.265227599,417.535631904762,415.7099655,3.87265461494464,419.8838977,417.12846315,4.30155873536099,425.80850885,422.03517985,4.46252285784134,445.5739947,4.753035268,430.67924672564,4.6229117819922,452.28371735,398.291376799065,4.52191314803277,452.763011775457,1.07713230605244,2.630715868,0.316860327,0.985,0.625,0.365,0.32,0.25,2.94175,2.505,-0.4628,-1.5139,-2.9426,-3.91705,-4.8479,-4.7773,78.69253,39.805,4.4647,-1.99,-2.55,-2.54,-2.62,-1.07,1.26,1.1,-2.15,2.3,0.99,235.4,307.2,316.2,318.4,0.14,0.09,0.2,0.1,0.14,0.13,0.23,0.09,0.03,0.13,0.7675,0.898,1.3825,2.021,2.335,2.6555,3.003,3.395,0.5205,0.454,1.0155,1.541,2.037,2.404,2.956,3.553,0.636,0.649,1.6755,2.186,2.999,0.4965,0.605,1.438,1.603,1.971,3.025,3.595,4.32,4.362,0.519,0.622,1.4955,2.0625,-3.612,-4.865,-1.792,-34.74
1,5.25,0.237459513,-0.092696758,0.134631474,-3.9907725715,-3.3565139785674,0.485106627,417.6879096,3.623566758,414.0680381,3.237427472,417.547864617398,416.0472797,3.6364771865,420.478757660527,419.28091135,3.97537101004732,423.0001074,425.50160775,4.35068812943688,444.1294519,4.5159671465,443.4592202,4.52445071043789,458.43010665,399.651132949249,4.5355613670067,461.115460333333,1.010149393,3.01663927031714,0.327724292280025,0.99,0.64,0.37,0.32,0.24,3.1368,2.5975,-0.3812,-1.6829,-3.1497,-3.9066,-5.03525,-4.8317,78.67148,39.105,4.5292,-2.085,-2.505,-2.5,-2.8,-1.15,1.2,1,-2.445,2.3,1.13,234.3,306.35,316.05,318.35,0.14,0.09,0.21,0.1,0.14,0.13,0.22,0.09,0.04,0.13,0.768,0.89,1.384,2.0195,2.334,2.655,3.004,3.396,0.5205,0.452,1.015,1.541,2.037,2.406,2.9575,3.5625,0.621,0.65,1.676,2.185,3.0025,0.4965,0.6085,1.438,1.6,1.97,3.024,3.6,4.328,4.3635,0.5225,0.625,1.529,2.0635,-3.587,-4.874,-1.788,-40.47
1,5.75,0.272147373230273,-0.641862412808022,0.122118121108366,-3.10000951794115,-3.57445790050229,0.519721430737605,418.6393517,3.640487036,414.0047738,3.242855158,417.409083312945,417.0537542,3.507892016,420.911878072826,420.2628883,3.789178776,424.37458515,426.289479,4.34538757789741,444.35626425,4.385538408,436.4105715,4.47449072734507,454.134597,399.550128508914,4.43773290508959,448.473506280255,1.13039209973505,2.66506269938611,0.342838383,0.99,0.61,0.35,0.315,0.24,2.7622,2.441,-0.5037,-1.50395,-3.35115,-3.984,-5.26635,-5.33675,78.711555,40.275,4.5629,-2.19,-2.72,-2.605,-2.965,-1.23,1.19,1.05,-2.64,2.35,0.94,233.7,306.2,316,318.3,0.14,0.09,0.21,0.1,0.14,0.12,0.17,0.09,0.03,0.13,0.7685,0.879,1.385,2.0175,2.334,2.654,3.005,3.394,0.521,0.4525,1.016,1.541,2.036,2.405,2.9565,3.5615,0.6235,0.651,1.6765,2.1845,3.001,0.497,0.608,1.4385,1.607,1.97,3.024,3.599,4.328,4.363,0.517,0.6275,1.499,2.0645,-3.569,-4.916,-1.7855,-37.55
1,6.25,0.210108047,-0.445118605886803,0.133064599,-3.138536984,-6.3990868122759,0.484743337708384,418.47500575,3.8302141577578,413.7585181,3.153324945,417.3207222,416.1348578,3.533268725,421.061675504546,420.7243815,3.781872489,423.0305331,424.373549700109,4.24973946253274,444.50450675,4.391586209,440.5819202,4.3289654841367,457.053376077982,397.134260546237,4.42262366063787,459.923546160883,1.069536479,2.67556273220139,0.327192367,0.99,0.65,0.36,0.32,0.24,2.5413,2.245,-0.2507,-1.50115,-3.2944,-4.01685,-5.2965,-3.82005,78.72854,39.33,4.5344,-2.27,-2.65,-2.65,-3.13,-1.3,1.17,1.1,-2.89,2.3,0.865,233,306.5,315.6,318.3,0.14,0.09,0.21,0.1,0.14,0.12,0.17,0.09,0.04,0.13,0.767,0.867,1.385,2.0165,2.332,2.6525,3.0055,3.393,0.521,0.453,1.014,1.5405,2.036,2.405,2.9565,3.5615,0.626,0.653,1.675,2.188,3,0.497,0.608,1.439,1.607,1.9695,3.018,3.599,4.327,4.3625,0.512,0.634,1.501,2.0655,-3.5975,-4.9255,-1.771,-43.98
1,6.75,0.164395079,-0.227873405397429,0.1243670535,-7.79246648131039,-0.979371025943946,0.463430854,418.0993096,3.803442108,413.1394146,3.23698335718591,417.54971625538,415.8909032,3.36359254524897,419.9990329,419.4396677,3.63571422319614,422.36258255,422.0222732,4.01605169083014,445.4781832,4.358641031,439.3363113,4.3342864792831,455.8501244,397.562197773416,4.47425117882,450.684243226985,0.974562597,2.64615710063771,0.350188904,0.92,0.625,0.35,0.305,0.23,2.3573,2.297,-0.60245,-1.7417,-3.31045,-3.9859,-5.5241,-5.31645,78.75207,39.49,4.38845,-2.27,-2.785,-2.62,-3.075,-1.37,1.17,1.5,-2.775,2.8,0.97,232.55,306.45,315.5,318.25,0.82,0.735,0.835,0.515,0.33,0.3,0.27,0.185,0.04,0.13,0.762,0.846,1.384,2.014,2.332,2.652,3.006,3.391,0.519,0.4515,1.014,1.541,2.036,2.405,2.956,3.5605,0.6285,0.655,1.675,2.188,2.9985,0.495,0.608,1.4395,1.607,1.968,3.008,3.599,4.327,4.362,0.506,0.635,1.502,2.0665,-3.625,-4.93,-1.776,-62.82
1,7.25,0.178585999769368,-0.759421380679445,0.1271921245,-1.88272365633342,5.79166083849835,0.432935639,418.17756444419,3.583848015,413.6034084,3.11735368,417.606678159744,416.14361735,3.3546539985,419.7961544,419.03309265,3.6801849220294,421.9152881,425.7176538,3.967892326,445.6968519,4.332187921,443.5272446,4.36601838595029,456.653646501163,397.147883145595,4.46247828167919,459.335450385976,1.01522905,2.4473047865,0.308869251714687,0.92,0.625,0.35,0.32,0.23,2.7638,2.348,-0.0124,-1.7878,-3.312,-3.8724,-5.5039,-4.3631,78.765975,37.34,4.5301,-2.34,-2.58,-2.61,-3,-1.46,1.13,8.3,6.44,9.8,2.47,233.5,305.5,315.3,318.1,22.78,21,19.91,10.67,7.06,5.58,3.56,2.23,0.06,0.16,0.751,0.847,1.39,2.027,2.337,2.662,3.009,3.392,0.518,0.45,1.012,1.541,2.036,2.406,2.957,3.57,0.609,0.627,1.6635,2.1815,3.004,0.4865,0.605,1.439,1.6025,1.959,3.017,3.605,4.335,4.364,0.475,0.636,1.471,2.059,-3.558,-4.94,-1.777,-71.49
