DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,H2O_1_5_2,H2O_1_6_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CO2_1_6_2,CO2_1_6_3,CH4_1_1_1,CH4_1_2_1,CH4_1_6_1
1,0.25,5.0066806780157,0.866931897991598,0.317618852934191,1.43348607601147,0.709871471702262,0.993902866085467,11.7730485397903,4.55010244198413,0.873254207883116,7.52957096727503,5.44536783444603,1.59901822891376,4.103,3.135,2.172,1.5555,0.476,0.5410725,0.4729,0.588295000000001,0.610365,0.490539999999997,0.3803,-0.28548,97.5635625,95.339,1.4954575,1.753,1.707,1.15875,1.8675,1.9855,2.4,0.00149999999999949,3.9,0.6655,319.4925,318.7275,322.055,316.0925,0.598000000000006,0.425999999999999,0.45,0.40275,0.3,0.31275,0.210249999999997,0.24,0.23,0.27,1.61565,1.642475,2.45355,2.69225,3.1513,3.4401,3.933375,4.45425,6.057025,1.13205,1.38255,0.557575,2.543,2.9039,3.1509,3.788925,4.2012,5.740575,1.2793,1.74955,2.0102,2.606075,2.854925,3.2643,3.859525,3.9733,5.605825,1.5713,1.4782,1.8648,2.0589,2.3601,2.9216,3.662825,4.54545,5.609775,0.2953,1.320325,1.590675,2.04385,2.39375,2.7934,3.7137,4.366,5.17835,-2.609425,-1.860625,-3.834,4.5015,6.276481761275,5.47405769857148,5.50237883230072,5.46838628725372,6.08015661240231,6.07540195535118,5.43979690099198,431.406736443352,434.125979759564,431.743629388678,433.904368981875,432.897989133007,433.491439890708,433.124407959147,431.476661717654,431.413949669606,433.301352229959,431.539660040233,443.270070904092,446.088725056932,2118.7027763951,2121.75720351569,2112.63326593483
1,0.75,5.04602521368315,0.775820972018439,0.257998136456001,0.9121304093648,0.444366548505951,0.943474264606921,7.40741528618476,2.8609079706187,0.871575675332644,10.3959570423003,7.62478961840921,1.57054915181465,3.9665,3.169,2.192,1.592,0.44425,0.40905,0.41975,0.450155,0.4724225,0.483595,0.3732,-0.347137500000001,97.574224,95.491,1.38236,1.707,1.62625,1.1985,1.854,1.9855,2.33,-0.0980000000000007,3.93,0.741,319.8825,318.2825,321.6475,316.1375,0.662250000000006,0.415499999999998,0.453,0.4,0.3,0.31,0.210249999999997,0.24,0.22,0.28,1.61565,1.6422,2.4521,2.69285,3.15165,3.439875,3.933375,4.45325,6.05675,1.1301,1.38155,0.554475,2.5433,2.90455,3.150425,3.7886,4.2002,5.739575,1.2772,1.7491,2.0095,2.606075,2.85565,3.264575,3.858525,3.9723,5.604825,1.5713,1.47785,1.8634,2.0699,2.359075,2.9206,3.661825,4.54445,5.608775,0.2943,1.3215,1.591125,2.043575,2.39375,2.793125,3.713625,4.364325,5.17735,-3.24225000000001,-1.8529,-3.6899,4.27075,6.18299189727726,5.42332317097527,5.43640817361075,5.44892814994634,6.07125531410883,6.01705373807679,5.37728534809726,429.995800825567,434.105017496351,432.022358765088,434.519931308339,433.381585931247,434.376765458944,434.290814948272,430.472292816227,434.446531703988,438.314079403258,429.573840884163,443.916393613045,441.344238450377,2117.29681234118,2119.75406013959,2109.10265410386
1,1.25,5.3607316703655,0.77949053495309,0.276348018225778,1.68654533081647,0.559076948831582,0.653712268908671,9.12815682869761,2.60972419662567,0.903743996088397,9.23833197569222,6.56600808909995,1.67668347163074,4.1875,3.349,2.316,1.601,0.44425,0.328514999999999,0.47225,0.358080000000001,0.377172500000001,0.33891,0.29775,-0.391425,97.578777,95.67625,1.3476625,1.654,1.6335,1.2455,1.842,1.98275,2.3,-0.00725000000000094,3.93,0.6555,319.7825,317.9825,320.5825,316.21,0.613250000000006,0.411999999999998,0.44,0.40275,0.29275,0.31,0.209749999999997,0.24,0.22,0.28,1.6152,1.641925,2.4518,2.693125,3.15165,3.439875,3.932375,4.45225,6.05475,1.129,1.3811,0.55065,2.5433,2.90455,3.14945,3.786925,4.1992,5.738575,1.2762,1.7492,2.0092,2.6071,2.85565,3.2643,3.85705,3.971,5.6031,1.571,1.478125,1.862975,2.068875,2.359075,2.9172,3.660825,4.5439,5.607775,0.2943,1.321675,1.591575,2.044575,2.393025,2.793125,3.71355,4.366,5.17825,-2.6973,-1.8416,-3.335,5.08124999999997,6.14137857008723,5.34266436940179,5.43801668242842,5.35146811696546,6.01617106797185,5.99791528770949,5.22328516995139,429.463921516736,434.497307507813,432.786200150974,434.848104844754,434.030035971855,434.718456563629,434.422203905801,431.91084924568,434.165726908262,434.107818528087,437.478382280362,443.788658248009,443.57080561018,2117.56247438345,2116.86584704645,2109.15632279943
1,1.75,5.35011142221193,0.702665101313719,0.359308991867936,1.11192716364969,0.923708919313252,0.881243367704731,7.46691111120759,4.45441186669867,0.950609688075708,8.22900342881931,8.0487501708517,1.58314669284031,4.3495,3.429,2.228,1.573,0.4185,0.2672375,0.357674999999998,0.29762,0.3105625,0.308845,0.276145,-0.3841725,97.5870785,95.488,1.32955,1.608,1.589,1.233,1.802,1.99,2.23,0.0304999999999998,3.63,0.65825,319.81,317.81,320.5825,316.1375,0.593250000000006,0.432249999999999,0.44,0.41,0.3,0.31,0.209499999999997,0.24275,0.23,0.27275,1.614475,1.64265,2.4504,2.692575,3.15165,3.439875,3.9321,4.45125,6.055125,1.1272,1.3792,0.54655,2.5426,2.9039,3.14945,3.78715,4.1982,5.73685,1.27485,1.7485,2.0092,2.60715,2.85465,3.264025,3.85705,3.97,5.6021,1.571275,1.478125,1.8637,2.0671,2.359075,2.9162,3.659825,4.54345,5.606775,0.293525,1.32285,1.5923,2.0453,2.393025,2.7924,3.7135,4.363,5.17535,-2.7589,-1.84,-3.5614,5.69474999999999,6.15733561673177,5.40955062508011,5.51294042791445,5.44056778528997,6.03274296332684,6.01962924981544,5.25859277189153,429.818371879758,434.773440529372,433.20983998309,435.230536359599,434.51808824451,435.362742603992,435.089150881317,430.929660089629,436.924105644722,431.678168628697,429.223499774938,445.267807918044,444.4534646325,2128.1978784229,2130.63033647033,2111.68941318171
1,2.25,5.06620425023289,0.726488895119088,0.323798868112532,0.83982491993524,0.545039340221864,0.865663841407561,6.43589248335571,4.60712658080876,0.911289233334408,21.047294120644,9.03089187061651,1.62237194527192,3.992,3.133,2.044,1.43925,0.43275,0.379732499999998,0.194399999999998,0.436729999999997,0.434540000000002,0.320674999999999,0.223589999999999,-0.4688225,97.6048125,95.20225,1.27805,1.53,1.63975,1.22375,1.809,1.99275,2.33,0.01,3.9,0.71275,320.0825,317.3475,320.6375,316.21,0.563250000000006,0.429249999999999,0.45,0.41,0.3,0.31,0.219249999999997,0.24,0.22275,0.27,1.614475,1.642375,2.449,2.693,3.1516,3.439875,3.9321,4.450525,6.05275,1.12545,1.379475,0.542725,2.543325,2.9039,3.149425,3.7866,4.1972,5.735575,1.27385,1.74795,2.0092,2.60715,2.8548,3.2633,3.855575,3.969,5.6011,1.57055,1.478125,1.8647,2.06765,2.3581,2.9152,3.658825,4.5735,5.605775,0.29375,1.3233,1.5923,2.045475,2.39275,2.792125,3.7125,4.362,5.17435,-2.72525,-1.825125,-3.56325,4.67674999999999,6.16068344773872,5.5652471656395,5.55978403112862,5.50014708131129,6.00300564814493,6.02165225360966,5.34852138285756,429.739443749748,434.792708177444,433.23316454948,435.037793168626,434.805480811243,434.828723077467,435.655593261101,431.053003765969,436.331209278713,432.01467829394,436.553567686715,446.718321715645,445.051367022962,2128.3169866494,2128.99431919615,2115.36775915961
1,2.75,5.42367796987357,0.444962474878959,0.418168385164369,1.49988632831838,0.560122898150122,1.03178282317616,9.62165863406947,2.12166126956627,0.971693418557418,9.99942352584686,6.66992455920402,1.66337966551134,4.24425,3.428,2.31,1.572,0.39,0.1799,0.0823249999999968,0.229289999999996,0.235412500000002,0.125139999999998,0.0637549999999998,-0.4581025,97.60975975,95.078,1.1446,1.543,1.628,1.21675,1.777,1.9855,2.13,-0.0195000000000002,3.6,0.81275,319.285,316.8825,320.61,316.1825,0.549500000000006,0.432749999999999,0.443,0.41,0.3,0.31,0.209499999999997,0.24,0.22275,0.27275,1.613025,1.6421,2.4473,2.69275,3.1516,3.439875,3.9311,4.449525,6.052025,1.124275,1.3783,0.540625,2.542375,2.9042,3.1502,3.78515,4.1962,5.734575,1.273575,1.7481,2.0089,2.60715,2.8548,3.263025,3.854575,3.968,5.6001,1.569825,1.4784,1.864975,2.065825,2.3581,2.9142,3.657825,4.5716,5.604775,0.292975,1.323475,1.5927,2.044925,2.39275,2.792125,3.7124,4.362,5.17335,-2.76365,-1.8299,-3.719675,5.4775,6.18111740106906,5.62053711224192,5.6867911550688,5.68188125184356,6.01683213267461,6.03655880183072,5.52509339511245,430.07420491088,435.609453958906,433.381145279427,435.553245246306,434.805207973555,435.523788921556,435.40426754627,431.146278544617,433.936999787484,432.9321526093,429.794856097958,445.466477511148,444.960895061157,2126.65159626314,2127.14327751336,2115.92200558656
1,3.25,5.49976070288386,0.391563417690827,0.387129987438494,0.883391825552347,0.438605081309102,0.60184219884756,6.9577215388318,2.83939079386099,0.913194217160825,6.39149221227164,8.82576985241774,1.57717999963562,4.18,3.309,2.22,1.4895,0.457,0.10895,0.006125,0.182059999999995,0.114350000000002,-0.0852250000000025,-0.0950750000000012,-0.622505,97.6015185,95.105,1.0952,1.412,1.51,1.30925,1.732,1.98825,2.06,0.0714999999999995,3.69,0.661,318.9775,316.655,320.7,316.4275,0.551250000000005,0.44975,0.443,0.41,0.3,0.32,0.218749999999997,0.24,0.22275,0.28,1.6031,1.64255,2.4458,2.69275,3.1516,3.439875,3.93055,4.4478,6.051025,1.1231,1.37785,0.537975,2.54275,2.903825,3.1502,3.7856,4.1952,5.733575,1.272575,1.7481,2.00955,2.6071,2.85495,3.2633,3.85405,3.967,5.5991,1.5691,1.4784,1.8664,2.0667,2.357125,2.9144,3.656825,4.5713,5.603775,0.29065,1.3232,1.5924,2.0452,2.39275,2.79185,3.71055,4.361,5.172025,-2.72475,-1.8195,-3.44875,5.38125,6.09347700957668,5.65496633961824,5.69596062318601,5.66980755668236,5.98883134130566,6.00143207020553,5.70561510186118,428.313439466335,436.498999013135,433.763813852032,436.596844838528,434.79716817858,436.675822259512,435.444440201263,431.180485972458,434.399943181596,431.587166486344,438.685646727282,445.065561653887,444.093821243819,2125.82748611159,2126.13226523061,2119.94369669382
1,3.75,5.06928259029818,0.0832143450874034,0.420803971145522,1.77634222471662,1.09913734043931,1.10077364345461,7.84356890211404,2.44635496573434,0.939740591314074,16.6376786194385,13.4795327123691,1.65921786061609,4.09325,3.224,2.202,1.51,0.39975,0.0232575000000024,-0.315,0.0748824999999959,-0.0722949999999996,-0.214510000000005,-0.319400000000003,-0.762505000000001,97.606224,95.3565,1.081075,1.322,1.447,1.22025,1.711,1.98825,2.16,0.0107499999999997,3.8,0.74825,318.405,316.3275,320.755,316.455,0.548500000000005,0.41975,0.44,0.40275,0.3,0.313,0.237999999999997,0.24,0.23,0.27275,1.6035,1.642275,2.4451,2.6927,3.1516,3.4391,3.929825,4.447525,6.04975,1.121925,1.375225,0.537325,2.54205,2.903825,3.1492,3.7865,4.1942,5.732575,1.2723,1.747925,2.0096,2.608075,2.8551,3.26375,3.85305,3.965275,5.597825,1.568375,1.4784,1.867425,2.06715,2.357125,2.9131,3.65555,4.5783,5.602775,0.2861,1.323375,1.59265,2.0442,2.392475,2.791125,3.710475,4.36,5.170675,-2.554575,-1.81795,-3.664575,5.06375,5.95136914821335,5.71604106152393,5.72732806888843,5.73127671949219,5.87543388248702,5.90089226316306,5.76647423678901,428.846506819971,435.738443727717,433.866493162058,435.847309089737,434.67020151888,435.907118348853,435.247227680226,430.93099133792,430.785121629107,432.062133689614,431.420918509916,445.81118076061,445.452670784744,2126.01743390619,2126.03051276241,2111.36461709324
1,4.25,5.0855025207575,0.0980830989707225,0.365318048599126,0.932596768211931,0.45654401479037,1.01926073713713,5.16185734254328,2.74125806803088,0.859043569949215,8.7923855411193,8.9186276801094,1.4676042279653,3.93,3.149,2.134,1.4755,0.44275,-0.180869999999999,-0.6793,-0.127540000000001,-0.114627500000001,-0.191485000000002,-0.3507,-0.814215,97.588218,95.487,1.077325,1.254,1.32475,1.19575,1.606,1.981,2.73,-0.08,4.26,0.6655,319.1575,316.2375,320.7825,316.5,0.545750000000005,0.409499999999999,0.44,0.41,0.3,0.32,0.20025,0.24,0.22,0.27,1.6032,1.642275,2.4458,2.6924,3.150975,3.4391,3.92955,4.4458,6.04875,1.1193,1.376225,0.539225,2.54265,2.90455,3.1484,3.78145,4.1932,5.731025,1.272025,1.7472,2.0096,2.608075,2.85475,3.263025,3.85205,3.964275,5.5971,1.56765,1.4784,1.8681,2.0675,2.3581,2.9121,3.65555,4.5795,5.601775,0.2843,1.322825,1.592375,2.0442,2.392475,2.791125,3.709475,4.36,5.169675,-2.962125,-1.811925,-3.4772,5.37,6.26300470458298,5.85559219497778,5.86233073796252,5.88390764422875,5.93301967971719,5.94405525724354,5.9259097338941,430.066440458139,436.593742636854,434.492932780508,436.39561466711,435.130377241806,436.100913729568,435.202473838186,431.211519589137,433.106786282903,432.269757582623,431.83967421164,446.702965521312,446.552245498029,2125.26067014065,2125.56733388818,2112.72653216803
1,4.75,5.01851722248132,-0.0862202324402448,0.373747402959357,1.19245676987958,0.398542870570792,0.703183085814641,4.59974337733199,1.99378505095506,0.930597627349825,8.85989338654455,9.81530768113433,1.61016088807486,3.93925,3.162,2.236,1.58825,0.48275,-0.366422499999999,-0.766350000000001,-0.301980000000001,-0.286572500000002,-0.41436,-0.53395,-0.907855,97.58889075,95.746,1.14619,1.179,1.182,1.03275,1.523,1.97375,2.1,-0.0195000000000002,3.88999999999999,0.6855,320.1275,316,320.71,316.2275,0.543000000000005,0.389249999999999,0.45,0.4,0.29,0.313,0.2,0.24,0.23,0.26275,1.611675,1.643,2.4454,2.6928,3.1506,3.4391,3.928,4.4448,6.04775,1.118375,1.3765,0.54075,2.543275,2.90355,3.1484,3.78405,4.1922,5.730025,1.272,1.746925,2.0096,2.6081,2.85475,3.263025,3.851575,3.96255,5.595825,1.566925,1.478,1.868425,2.0675,2.3581,2.909925,3.653825,4.5765,5.600775,0.284075,1.32255,1.5921,2.043475,2.392475,2.79085,3.7094,4.358,5.168675,-2.8825,-1.824,-3.492125,5.707,6.331258540571,5.7175431375733,5.81860923079612,5.79047812048579,5.97299293614092,5.95496214953437,5.89313770343391,430.761107695645,436.411833148608,433.656482934136,436.877210133704,434.693721510395,436.412516425735,435.669367104542,431.095444546834,431.974441156047,433.219769175685,428.886968424715,448.211285692568,449.665649138862,2122.86250006854,2124.43080969616,2113.65024412921
