DOY2,HR2,LE,H,G,FC,CO2,H2O,T_SONIC,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,RH_1_5_1,VPD_1_1_1,VPD_1_2_1,VPD_1_3_1,VPD_1_4_1,VPD_1_5_1,USTAR,WS,PA,SW_IN,SW_OUT,LW_IN,LW_OUT,NETRAD,PPFD_IN,PPFD_OUT,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,T_BOLE_1_2_1,T_BOLE_1_1_1,T_BOLE_2_2_1,T_BOLE_2_1_1
1,0.25,15.01345853,-4.2940919485,-7.9445,0.7102654349,412.63,5.9637065825,5.87895,5.556,5.7995,5.42725,5.163,4.6,57.14,50.74,52.865,52.8325,61.5475,7.1378,6.90628863725,6.8314924875,6.7863918495,6.30830313025,0.827015,7.003471029,74.598,0,3.89235,260.235,333.505,-58.254,0.031,0.3695,1.1325,1.51025,1.7655,2.102,2.55225,3.59975,4.593,1.89975,2.4145,2.79775,3.25,3.64075,4.18375,5.118,3.48325,4.15675,4.631,5.1885,5.675,5.6925,6.15375,6.937,6.55375,5.6265,5.375
1,0.75,18.004,-7.3401,-7.9509,0.71408391305,412.555,5.883096742,5.754975,5.546,5.774,5.3695,5.18125,4.645,57.77,52.14,52.6675,53.98,62.445,7.1531,7.007652005,7.007925,6.8742,6.2482259725,0.792187,7.065209899,74.5914825,0,3.862,264.79,333.74,-53.614,0.0335,0.3695,1.09175,1.48025,1.765,2.09725,2.55475,3.59425,4.593,1.83175,2.34275,2.75225,3.193,3.6035,4.18225,5.11775,3.38275,4.065,4.53125,5.1115,5.6465,5.687,6.14675,6.8255,6.48075,5.53425,5.33675
1,1.25,18.35864053,-6.894749777,-7.94864533575,0.65132507955,412.495,6.0237,5.67695,5.556,5.79325,5.34275,5.096,4.612,58.4375,50.4425,50.83,53.75,63.0975,7.128499164,7.0427,6.8402,6.86029688475,6.24812,0.799025,7.20625,74.5728875,0,3.867175,263.0075,333.6,-50.548,0.033,0.3695,1.084,1.469,1.755,2.074,2.552,3.59,4.59,1.813,2.316,2.743,3.143,3.577,4.182,5.117,3.273,3.943,4.405,5.021,5.607,5.691,6.152,6.74,6.453,5.491,5.256
1,1.75,16.829127325,-6.7471555145,-7.799,0.61537,412.665,5.686652484,5.763908,5.5345,5.76075,5.391,5.072,4.5945,58.1,50.11,51.075,53.325,61.905,7.1438,6.94465,6.8942985705,6.8095710675,6.21151133525,0.7564452,7.1728006905,74.589,0,4.0423,265.25,333.1,-52.25,0.02975,0.3695,1.083,1.455,1.736,2.079,2.548,3.596,4.587,1.819,2.308,2.687,3.078,3.552,4.187,5.115,3.119,3.813,4.306,4.929,5.576,5.688,6.148,6.642,6.342,5.417,5.226
1,2.25,20.80675,-5.090525,-7.883406519,0.599465,412.57,5.631975,5.9225,5.51325,5.76825,5.35225,5.179,4.675,57.27,48.3075,48.82,54.275,62.295,7.050081772,6.9494,6.85875,6.8281529035,6.08845,0.785425,7.124975,74.58901,0,3.9525,269.3175,333.54,-49.778,0.032,0.3695,1.07825,1.4365,1.726,2.09375,2.54325,3.5965,4.5855,1.823,2.27325,2.63375,3.04925,3.534,4.19425,5.11325,3.022,3.7425,4.2175,4.84875,5.54725,5.68425,6.15325,6.602,6.27775,5.399,5.201
1,2.75,16.83,-4.340212789,-7.9266,0.648816391175,412.42,5.6896,5.634,5.43125,5.761,5.2415,5.093,4.52675,55.75,45.53,49.8675,52.095,62.2,7.099025,6.885710663,6.7599,6.734975,6.1217435735,0.74504,6.9091,74.58237,0,3.821175,266.65,332.7,-55.81,0.035,0.3695,1.07625,1.437,1.714,2.084,2.5375,3.5985,4.586,1.7945,2.2195,2.57225,3.01325,3.514,4.19175,5.1085,2.9395,3.6815,4.1215,4.773,5.50825,5.68225,6.14825,6.54525,6.169,5.38925,5.14775
1,3.25,15.1477934325,-6.9129,-7.89070137,0.560005,412.6,5.49569479475,5.5486785,5.44575,5.6665,5.20475,4.877,4.45325,55.07,47.56,50.3525,52.2475,61.1775,7.029971124,6.8551164835,6.74551450475,6.5760514185,6.0973992625,0.752795,7.0398,74.571105,0,3.833,266.0525,332.7,-53.89,0.0365,0.3695,1.06575,1.43625,1.7085,2.06475,2.524,3.60175,4.5825,1.74275,2.17925,2.51825,2.97325,3.495,4.186,5.10825,2.84475,3.55,4.026,4.6985,5.48,5.68725,6.15425,6.49075,6.15725,5.348,5.12875
1,3.75,19.566,-5.5217273915,-7.6999,0.6116125,412.67,5.489169784,5.73531425,5.563,5.685,5.29425,4.957,4.3995,55.44,47.37,52.13,51.53,60.6325,6.9717529315,6.745,6.706542473,6.57450965625,6.03645,0.7425526,7.1604,74.55889,0,3.83395,268.31,333.075,-49.48975,0.034,0.3695,1.05225,1.43225,1.7075,2.05525,2.51675,3.59375,4.58125,1.72425,2.1625,2.47725,2.94775,3.47125,4.179,5.1095,2.76075,3.45875,3.95925,4.6295,5.44525,5.68825,6.152,6.43075,6.09475,5.2785,5.11025
1,4.25,20.34138988,-5.894283749,-7.6165,0.633085,412.635,5.5077,5.673625,5.4245,5.61775,5.22325,4.926,4.3335,54.31,46.25,53.87,51.6575,59.205,6.947501073,6.794975,6.628325,6.61109315725,6.10191108125,0.7198475,6.986860077,74.552,0,3.788,264.14,332.65,-50.19,0.03525,0.3695,1.0505,1.42825,1.6925,2.03575,2.5145,3.59075,4.582,1.67975,2.12875,2.42675,2.8925,3.4315,4.16975,5.1055,2.68425,3.37125,3.884,4.55975,5.4065,5.683,6.152,6.3265,6.02375,5.262,5.0395
1,4.75,16.429,-5.5173,-7.8296,0.6444225,412.385,5.4990076255,5.49985,5.4055,5.5695,5.227,5.015,4.34175,53.185,44.5475,51.69,51.895,58.925,6.934530617,6.857698637,6.744425,6.6974873515,6.168025,0.71546,6.7519849075,74.54175,0,3.972,268.415,332.46,-51.83,0.035,0.3695,1.054,1.42525,1.687,2.0305,2.51475,3.58925,4.587,1.64225,2.10725,2.38,2.8405,3.409,4.16,5.1075,2.5805,3.306,3.817,4.4925,5.3745,5.67875,6.1595,6.2135,5.9495,5.234,5.0105
1,5.25,17.44946867,-6.709775,-7.8406,0.64101,412.655,5.6117,5.597547,5.284,5.4345,5.1485,4.887,4.27525,52.5425,47.1175,49.16,51.63,59.2125,7.052175,6.8447,6.7128,6.76069655375,6.16712733875,0.6763315,6.90315,74.5377125,0,3.82675,266.6125,332.145,-54.482,0.03425,0.3695,1.039,1.40675,1.666,2.022,2.507,3.58525,4.57925,1.62775,2.0885,2.349,2.79175,3.39075,4.148,5.1045,2.51275,3.2325,3.761,4.42925,5.3335,5.67225,6.155,6.1375,5.8655,5.2175,4.9695
1,5.75,15.294,-5.68704225,-7.734612479,0.57401,412.5175,5.5599,5.69025,5.429,5.46325,5.1415,4.898,4.3765,53.885,47.43,51.0825,52.25,59.87,7.0725,6.8756379755,6.750825,6.765975,6.17875,0.69196,6.798310671,74.545,0,3.875,262.3225,332.45,-65.52,0.033,0.3695,1.02875,1.41025,1.65875,2.00725,2.50125,3.5815,4.5785,1.6025,2.06575,2.31025,2.767,3.361,4.14975,5.10425,2.46625,3.12575,3.705,4.3625,5.29525,5.6705,6.16325,6.0795,5.808,5.15475,4.914
1,6.25,15.4874462225,-7.624325,-7.653,0.67277,412.685,5.503597901,5.5946,5.504,5.62625,5.15975,4.88,4.4015,53.005,47.675,52.88,52.25,58.665,7.079247866,6.8006,6.73448045,6.643075,6.2246,0.70832,6.9282,74.55875,0,3.8199,263.5,331.8275,-62.94625,0.03,0.3695,0.9985,1.387,1.655,1.997,2.499,3.582,4.579,1.5975,2.0545,2.298,2.736,3.3325,4.1455,5.1075,2.406,3.029,3.6615,4.334,5.275,5.669,6.162,6.036,5.7305,5.123,4.8905
1,6.75,15.785043355,-5.9194,-7.7359,0.6850658386,412.1375,5.2906,5.747575,5.556,5.5965,5.1635,4.911,4.359,52.0525,47.42,48.8925,53.135,58.8225,7.288629435,7.0578,6.8219,6.731221239,6.1632703955,0.6760475,6.946575,74.57129,0,3.8262,266.3,331.78,-53.486,0.68175,0.051,0.9935,1.361,1.6525,1.9845,2.486,3.5815,4.573,1.5625,2.0255,2.289,2.69,3.3025,4.139,5.1105,2.339,2.9565,3.595,4.298,5.2645,5.661,6.159,6.0085,5.6845,5.0545,4.861
