DOY2,HR2,WS_1_1_1,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,PA,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,USTAR,H,LE,WS_2_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,FC,FCH4,SCH4,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1,CH4_1_1_2
1,0.25,1.615833902475,1.018620290975,0.5144768735,-5.12914334130001,-5.636214598,-5.65773492500002,-6.179721111875,94.2307694385,95.688772252,94.634529812,93.81016078,102.1889,0,0.849350961399996,0.964533000299992,-0.55427935335,0.433313143599999,1.1263556972,293.27635424,292.156522215,0.50795220635,9.7568077728,8.47021482925,1.782702,1.17903385,1.09226815,0.49190805,1.1636938,1.7340443932,19.63569273625,3.0807117427,493.04,496.91,492.92,496.9,2306.159790675,2069.43700625,2298.362194375,2082.34291525,2239.65
1,0.75,1.6298937547,0.942997182725,0.5307827385,-4.65376877300001,-5.75203025,-5.71600571000001,-6.36551775,94.191746564,95.476283104,94.36203227,93.464919118,102.193224,0,0.82072115395,0.904285846499996,-0.542546703525,0.600085534249997,1.3074212496,292.55152122,292.20554417,0.4140492622,15.235373125,9.05534593199999,1.8494625,0.8480304,0.9352345,0.525870700000001,1.1427547,1.55897290545,18.2427512975,2.969985023275,492.2,496.78,492.12,496.69,2308.42887585,2081.63880575,2304.817701925,2090.0547375,2244.375
1,1.25,1.59611,0.918236780425,0.503296946,-4.9061475933,-5.78361791680001,-5.89223500000001,-6.31450562625,93.9300669975,94.68059713,93.6132698075,93.391111026,102.193316,0,0.774350961275,1.0656705,-0.53738170325,0.695859472899999,1.33066622529999,291.53504719,291.3696338,0.3693519305,11.376129816275,4.59067449502499,1.6975925,0.912066,0.91819675,0.500515,1.29130275,1.7665340075,22.285133664,1.6864384435,491.8,496.71,491.8,496.74,2313.764799,2082.50774025,2302.71757175,2090.15250475,2237.275
1,1.75,1.7406665849,1.09120075925,0.5514679825,-4.89495970470001,-5.6189481976,-5.83053661950002,-6.172795157875,94.3077805545,94.948044368,93.926512352,93.71280662,102.17924,0,0.675889423424998,0.805264499999998,-0.524097728500001,0.64316611875,1.15376401475,290.76120429,290.98957689,0.421272174,13.60891109725,8.42430672732497,2.086986,0.879460700000001,1.005266,0.44538,1.1153549,1.42023760795,41.48421084625,2.40742466475,491.64,496.61,491.64,496.73,2323.03172325,2081.298449925,2309.28025,2084.662780175,2241.1
1,2.25,1.7475761584,1.042835,0.5233586915,-4.82524548835,-5.57364306400001,-5.66225723805,-6.394398782875,93.9503278155,95.091987872,94.164115535,93.472802758,102.17979083,0,0.918677884725,0.829440374999999,-0.53163990525,0.435058993599998,1.1737987186,290.976669365,290.26194763,0.427317203199999,15.1190054305,5.46002390442501,2.0807543,1.0805569,0.975199925,0.5312553,1.0948756,2.1389352979,26.307538686,1.86772871125,491.52,496.9,491.52,496.91,2304.424545,2085.925016425,2305.947746,2088.078560475,2242.85
1,2.75,1.71658918225,0.87957448825,0.4375603475,-4.99473389130002,-5.70646597875,-5.72616837085002,-6.8189913625,94.1559090175,94.777536728,94.1331688475,93.86757244,102.178596585,0,0.649086538449999,0.748132499999999,-0.513838201875,0.388022410575,1.2505605982,290.44960322,288.26672408,0.3657505154,15.668991913,6.4282421302,1.89133065,0.940889599999999,0.8232617,0.511436325,1.131816775,1.7267384028,33.884202261,3.295975796225,491.4,497.04,491.36,497.01,2310.1356635,2083.887358325,2310.781782,2088.78973645,2241.025
1,3.25,1.60942941495,0.883189346599997,0.4915747885,-4.53817225005,-5.39211798,-5.59172821927502,-6.71075552365,94.2099768335,95.312916896,94.3948799725,93.7903992,102.184023415,0,0.64971153845,0.88849575,-0.493533202200001,0.491633297525001,1.347630966,290.46269202,290.185471445,0.41746989905,17.644687748,8.3055828775,1.8802114,0.976624875,0.8124329,0.54824775,1.1614276,1.66570646485,15.5504375675,5.55821174927499,491.16,497.39,491.04,497.45,2329.509206,2083.98557065,2318.06169025,2084.767564075,2264.825
1,3.75,1.75518,0.9134363782,0.4708478155,-3.889810042,-4.85005240655001,-5.64860601617502,-6.51581614650001,93.9902501,94.984511096,94.455452099,93.660865,102.206655415,0,0.924230769349999,0.78522,-0.5191327444,0.680781181725001,1.273443889,292.9377637,292.38002128,0.446871152425001,9.760857549875,9.85405951629999,1.8609741,1.11590075,0.795468975,0.51766855,1.1786048,2.0089501666,20.09822881,3.43682874475,490.76,497.39,490.64,497.35,2304.12737075,2090.36117945,2313.4123085,2090.6186801,2269.65
1,4.25,1.6982134983,0.964481198874999,0.427842319,-3.88048500000001,-4.48901638200001,-5.40961536425002,-6.6450758325,94.2749985965,95.12290994,94.572095437,93.572148384,102.19610636,0,0.891370192475001,0.946145250000001,-0.4952216563,0.671424090100001,1.257297674475,292.93010589,293.01216953,0.4399415696,10.131645010475,12.01320696575,1.88727495,1.0234138,0.917472,0.542745199999999,1.15364685,2.034624307,18.049293823,3.1613507561,490.32,497.25,490.24,497.24,2320.44585725,2090.707681975,2309.3695425,2091.89000105,2277.375
1,4.75,1.7810678354,0.929992237,0.442844799849999,-3.8907305145,-4.8156099884,-5.6385261269,-6.87040065,94.4188403785,95.338829924,94.76626864,94.0542644,102.175652,0,0.614735577275,0.899380499999999,-0.5076971607,0.695941853,1.1397890394,292.82375211,294.443094185,0.5232306008,17.14649625275,10.2918482259,2.1725386,1.3136216,1.088349,0.673782,1.0897302,2.071116756375,12.7206857325,5.261221399075,489.96,497.51,490,497.5,2299.1658265,2092.105545575,2319.7912075,2097.640402325,2268.125
1,5.25,1.8790620603,1.2103616745,0.487306290449998,-3.97437572000001,-5.59609079295,-5.9582228006,-6.8033913795,94.357314254,95.008402888,94.3848880665,93.664050728,102.1408576,0,0.8489903844,1.059727875,-0.4825236597,0.753367041924999,1.20694205995,291.34275665,292.154329475,0.543061131,14.6099701725,5.76700358129998,1.8646175,1.1329645,0.9593965,0.7043575,1.121871,1.624124286,37.3035410915,4.317255775825,489.84,497.46,489.8,497.37,2313.3214945,2090.342974425,2318.26964275,2091.676819225,2278.725
1,5.75,1.71118,1.1621390808,0.447336769074999,-4.47316380400003,-5.9239111049,-6.051616150375,-6.84003121425,94.29552089,95.23242832,94.332826121,93.740667372,102.1063208,0,0.950576922799999,0.931134538499998,-0.486737926025,0.597798487999999,1.13948211425,291.20805326,291.063330205,0.459719344,9.81272148669999,6.84727722677501,1.837801,1.0732315,1.0487515,0.615241,1.19598,2.0127207184,15.94761673125,6.07862630639999,489.68,497.13,489.64,497.07,2311.39877805,2088.52904985,2320.320689925,2087.5361682,2295.775
1,6.25,1.8255512974,0.935613490875,0.4547817124,-4.48778488610003,-5.67879307935,-6.057018840375,-6.5796318985,93.89883354225,95.205466875,93.8872,93.945841298,102.09206632,0,0.938341346125,1.07590589385,-0.491182492,0.650262454699996,1.215950347175,292.309736665,291.554920055,0.5140923025,11.971489764,5.34184619060001,1.955745125,1.4097425,0.921178125,0.60636825,1.248994125,1.6849851589,19.96347236825,2.53511971655,489.48,496.81,489.48,496.73,2326.349550125,2090.1074327,2319.71882775,2093.838462025,2271.125
