DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CH4_1_5_1,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,H2O_1_6_3,CH4_1_6_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,428.885,4.153,425.032,3.347,2025.064,428.851,4.213,423.686,3.654,2039.5675,428.914,4.238,421.652,3.858,2033.1705,428.895,4.25,423.998,3.322,2025.405,429.167,4.437,427.631,3.8175,2036.7015,432.076,4.51,428.6515,3.618,2019,2.861,-4.549,0.1135,425.5965,3.635,0.497,-0.0125,0.614,2.237,-0.471,0.4875,-18.469,-2.234,0.9065,2.16,1.64,0.72,0.53,0.24,-3.8475,-3.854,-3.473,-3.8565,-3.7495,-3.557,-6.896,97.284,72.705,1.028,-2.63,-2.63,-2.74,-2.91,-2.28,0.1,-2.2,0.7,-1.05,0.11,267.4,300.95,-34.49,293.1,302.4,0.09,-0.06,0.1,0.14,-0.09,0.07,0.03,0.04,0.11,-0.04,0.04,0.589,1.555,2.176,2.731,2.788,3.255,3.9905,0.005,0.307,1.659,2.1075,2.946,1.139,1.88,2.652,2.981,2.662,3.864,0.445,1.134,2.52,3.023,3.2915,2.685,4.317,0.13,0.487,1.857,2.73,3.008,3.761,3.961,4.647,-3.0975,-5.181,-3.9175
1,0.75,428.6905,3.912,424.354,3.679,2028.168,428.4145,4.0375,423.875,4.1705,2040.7265,428.579,4.1415,425.61,4.3065,2037.606,428.5885,4.059,423.618,3.42,2023.379,429.051,4.299,426.302,3.728,2033.242,432.255,4.424,426.984,3.461,2020.278,2.9645,-4.691,0.113,425.112,3.584,0.5065,0.018,0.759,1.64,-0.11,0.5155,-20.3935,-1.833,0.898,2.135,1.54,0.76,0.525,0.22,-3.871,-4.032,-3.491,-3.916,-3.8745,-3.6725,-7.317,97.266,72.16,1.06,-2.78,-2.93,-2.88,-2.995,-2.6,0.1,-2.435,0.8,-1.075,0.125,255.6,300,-50.05,291.95,300.65,0.09,-0.06,0.1,0.14,-0.09,0.07,0.03,0.04,0.11,-0.04,0.0235,0.563,1.553,2.164,2.73,2.783,3.286,3.992,0,0.273,1.658,2.092,2.922,1.1,1.88,2.62,2.974,2.657,3.864,0.434,1.1195,2.514,3.0245,3.291,2.682,4.3205,0.116,0.483,1.829,2.7025,3.01,3.763,3.9705,4.6505,-3.114,-5.182,-3.94
1,1.25,428.313,3.872,424.9085,3.538,2026.7215,428.22,4.0455,424.542,3.781,2033.5,428.466,4.077,423.359,3.812,2032.426,428.7605,3.865,423.6185,3.387,2026.429,429.6285,4.2735,426.555,3.626,2038.432,431.686,4.078,428.1935,3.77,2026.04,2.911,-4.7965,0.113,426.238,3.744,0.5345,0.014,0.555,1.863,-0.313,0.4865,-22.1955,-2.326,0.8905,2.14,1.5,0.695,0.52,0.235,-3.81,-4.028,-3.5415,-4.093,-3.8325,-3.776,-7.5085,97.269,71.8,1.022,-2.8,-2.79,-2.8,-2.94,-2.71,0.1,-2.35,0.8,-1.03,0.1,256.9,299.5,-46.27,292.9,301,0.09,-0.06,0.1,0.14,-0.09,0.07,0.03,0.04,0.11,-0.04,0.024,0.551,1.5425,2.17,2.717,2.78,3.251,3.991,-0.026,0.283,1.66,2.093,2.902,1.085,1.881,2.616,2.9715,2.652,3.865,0.42,1.113,2.516,3.024,3.28,2.7045,4.318,0.114,0.47,1.84,2.708,3.009,3.765,3.9745,4.644,-3.078,-5.174,-3.988
1,1.75,428.801,4.2555,424.48,3.844,2032.829,427.949,4.4065,423.823,4.2995,2035.5665,428.206,4.422,424.5425,4.211,2031.406,428.8745,4.162,423.748,3.3515,2025.2355,429.405,4.509,426.1485,3.8515,2031,432.408,4.438,427.677,4.157,2022.155,2.845,-4.862,0.113,425.8705,3.718,0.615,-0.053,0.581,1.531,0.0435,0.49,-23.6725,-2.16,0.846,2.07,1.47,0.76,0.53,0.185,-3.9275,-4.107,-3.725,-3.995,-4.09,-3.8835,-8.016,97.278,72.905,0.972,-2.81,-2.83,-2.9,-2.81,-2.67,0.1,-2.14,0.7,-1.01,0.11,263.1,299.3,-43,292.4,300.5,0.09,-0.06,0.1,0.14,-0.1,0.07,0.02,0.04,0.11,-0.04,0.019,0.562,1.536,2.171,2.706,2.779,3.249,3.9865,-0.047,0.27,1.659,2.094,2.901,1.072,1.886,2.5735,2.947,2.6475,3.863,0.398,1.107,2.518,3.021,3.28,2.7025,4.318,0.112,0.47,1.842,2.711,3.008,3.769,3.972,4.642,-3.106,-5.2045,-3.978
1,2.25,428.302,4.098,424.54,3.393,2025.83,428.167,4.3715,422.68,3.7915,2032.638,428.187,4.4115,420.886,4.119,2035.519,428.681,4.275,423.9995,3.645,2031.669,428.741,4.532,428.238,3.8605,2035.773,432.499,4.357,427.939,3.813,2022.4195,2.7375,-4.836,0.111,425.382,3.567,0.6245,-0.0285,0.724,1.6645,0.323,0.466,-20.0925,-1.904,0.836,2.07,1.52,0.735,0.49,0.17,-4.107,-4.179,-3.7235,-4,-4.131,-3.757,-8.79,97.262,73.43,0.925,-2.81,-2.86,-2.85,-2.87,-2.7,0.1,-2.17,0.7,-1,0.11,262.4,299.35,-39.33,291.3,299.6,0.09,-0.06,0.1,0.14,-0.09,0.07,0.03,0.04,0.11,-0.04,0.014,0.569,1.528,2.168,2.7155,2.78,3.247,3.9845,-0.048,0.258,1.659,2.094,2.9,1.099,1.889,2.573,2.946,2.6425,3.862,0.356,1.101,2.519,3.024,3.277,2.7,4.3165,0.094,0.446,1.843,2.709,3.007,3.7715,3.972,4.642,-3.129,-5.122,-3.964
1,2.75,428.474,4.241,424.4095,3.828,2031.871,428.155,4.393,423.664,4.3485,2039.955,428.366,4.401,425.264,4.462,2031.786,428.393,4.298,424.4085,3.653,2025.547,428.341,4.55,426.34,4.1155,2031.008,430.446,4.311,427.5805,4.147,2028.96,2.82,-4.7,0.115,424.934,3.4,0.676,-0.024,0.8035,1.946,0.101,0.454,-21.184,-2.976,0.855,2.09,1.53,0.75,0.5,0.175,-4.0785,-4.2045,-3.809,-3.99,-4.1795,-3.923,-9.035,97.261,73.99,0.914,-2.91,-2.93,-2.92,-2.99,-2.65,0.1,-2.15,0.7,-0.99,0.09,264.6,299.25,-37.745,292,299.2,0.09,-0.06,0.1,0.14,-0.09,0.07,0.03,0.04,0.11,-0.04,-0.003,0.57,1.526,2.165,2.723,2.778,3.245,3.983,-0.07,0.255,1.655,2.097,2.8995,1.143,1.888,2.57,2.945,2.6375,3.8605,0.343,1.089,2.521,3.021,3.2785,2.668,4.319,0.09,0.443,1.822,2.708,3.006,3.772,3.972,4.643,-3.151,-5.223,-3.985
1,3.25,428.746,3.835,424.156,3.571,2029.456,428.5145,4.085,422.4875,3.9545,2039.6725,428.937,4.109,421.2425,4.284,2043.167,429.094,3.907,424.605,3.99,2035.18,429.571,4.175,429.014,4.054,2033.886,431.107,4.008,428.127,3.918,2024.551,2.951,-5.12,0.114,424.742,3.432,0.518,0.0695,0.775,1.969,-0.007,0.467,-20.863,-2.324,0.851,2.08,1.55,0.71,0.47,0.17,-4.0815,-4.257,-3.744,-3.9095,-4.286,-4.094,-8.85,97.265,75.55,0.886,-2.9,-3.03,-3.23,-3.08,-2.83,0.1,-2.05,0.7,-1.01,0.09,267.6,298.75,-36.61,292.8,299.4,0.09,-0.06,0.11,0.14,-0.1,0.07,0.03,0.04,0.11,-0.04,-0.007,0.568,1.522,2.162,2.7255,2.785,3.276,3.9815,-0.068,0.258,1.651,2.098,2.905,1.127,1.881,2.5665,2.953,2.632,3.859,0.304,1.072,2.523,3.019,3.2765,2.665,4.319,0.09,0.426,1.84,2.704,3.006,3.774,3.971,4.641,-3.165,-5.2625,-3.984
1,3.75,428.274,4.13,424.83,3.808,2032.6735,426.702,4.203,423.2605,4.131,2038.0175,426.538,4.217,423.095,4.37,2031.558,428.54,4.2065,424.238,4.052,2028.109,428.508,4.291,426.841,4.0775,2037.1925,430.5005,4.22,427.931,4.164,2027.9255,2.972,-5.374,0.117,424.5835,3.517,0.581,-0.027,0.563,2.027,0.376,0.467,-23.899,-1.4335,0.842,2.09,1.42,0.74,0.47,0.205,-4.058,-4.31,-3.795,-3.952,-4.2615,-4.162,-8.945,97.268,75.7,0.8205,-2.89,-3.05,-3.25,-3.17,-2.76,0.1,-2.11,0.7,-1.04,0.08,267.1,298.95,-39.52,292.4,299.3,0.09,-0.06,0.1,0.14,-0.09,0.08,0.02,0.04,0.11,-0.045,-0.016,0.55,1.518,2.157,2.72,2.7725,3.242,3.98,-0.066,0.251,1.648,2.099,2.911,1.118,1.851,2.5635,2.949,2.627,3.8575,0.306,1.054,2.525,3.009,3.2765,2.692,4.319,0.087,0.417,1.842,2.704,3.011,3.774,3.969,4.643,-3.1135,-5.2305,-3.981
1,4.25,428.041,4.004,423.807,3.92,2028.247,427.053,4.137,421.826,4.098,2039.8475,426.61,4.149,421.2315,4.2945,2040.288,428.417,4.048,425.0255,4.0615,2032.6435,427.819,4.1485,429.858,4.441,2037.399,431.0605,4.106,428.599,4.067,2024.52,2.907,-5.244,0.11,424.685,3.606,0.537,0.01,0.636,1.72,0.002,0.481,-22.1445,-2.954,0.847,2.05,1.44,0.79,0.49,0.2,-4.2245,-4.321,-3.765,-4.027,-4.2995,-4.2005,-8.928,97.218,76.35,0.792,-3,-3.03,-3.2,-3.05,-2.76,0.1,-2.13,0.7,-1.02,0.07,264.6,298.7,-39.35,291.7,299,0.09,-0.06,0.1,0.13,-0.09,0.07,0.03,0.04,0.11,-0.04,-0.024,0.538,1.518,2.152,2.7065,2.786,3.271,3.979,-0.072,0.2395,1.646,2.1,2.909,1.092,1.839,2.555,2.951,2.622,3.864,0.318,1.047,2.526,3.007,3.275,2.722,4.319,0.08,0.401,1.835,2.7065,3.009,3.775,3.968,4.642,-3.1695,-5.255,-3.9375
1,4.75,427.332,3.903,424.157,3.684,2029.071,426.73,4.13,422.584,4.391,2040.091,427.142,4.134,421.914,4.424,2034.6415,428.52,3.829,425.828,4.15,2032.211,427.444,4.122,426.872,4.057,2037.003,431.148,4.05,427.499,4.28,2029.179,2.784,-5.492,0.115,424.6635,3.502,0.522,0.095,0.667,1.4015,-0.0505,0.492,-23.634,-0.72,0.869,1.98,1.45,0.695,0.49,0.19,-4.495,-4.485,-3.7965,-3.96,-4.426,-4.182,-9.047,97.242,76.48,0.7705,-3.06,-3.095,-3.27,-3.17,-2.975,0.1,-2.03,0.7,-1.03,0.07,263.45,299,-38.58,291.1,298.95,0.095,-0.06,0.1,0.14,-0.09,0.07,0.02,0.04,0.11,-0.04,-0.032,0.514,1.5175,2.152,2.717,2.783,3.238,3.977,-0.091,0.2335,1.644,2.098,2.907,1.088,1.842,2.5395,2.953,2.617,3.855,0.33,1.05,2.528,3.0075,3.272,2.72,4.316,0.08,0.38,1.822,2.707,3.009,3.775,3.966,4.641,-3.228,-5.258,-3.878
1,5.25,428.1005,3.99,424.499,3.7485,2031.636,426.7885,4.266,423.638,4.065,2041.333,427.24,4.183,422.057,4.268,2040.474,428.33,4.05,423.923,3.6415,2030.8135,427.564,4.1905,426.9695,4.1175,2033.625,430.291,4.169,428.3085,3.8515,2022.778,2.888,-5.506,0.125,424.418,3.681,0.562,0.059,0.683,1.444,-0.384,0.457,-22.725,-1.2875,0.836,1.97,1.41,0.66,0.49,0.185,-4.492,-4.432,-3.77,-3.9375,-4.529,-4.122,-9.372,97.2485,77.06,0.7535,-3.13,-3.35,-3.535,-3.25,-3.02,0.1,-2.28,0.7,-1.02,0.07,256.5,298.8,-36.73,290.6,299.3,0.09,-0.06,0.1,0.13,-0.1,0.07,0.02,0.04,0.11,-0.04,-0.0385,0.4895,1.507,2.152,2.7025,2.7705,3.234,3.969,-0.13,0.232,1.6445,2.095,2.894,1.0765,1.836,2.552,2.95,2.612,3.845,0.3175,1.0435,2.516,3.006,3.264,2.741,4.315,0.0745,0.358,1.8135,2.725,3.015,3.775,3.9615,4.639,-3.204,-5.2625,-3.916
1,5.75,427.358,3.8745,423.703,3.813,2030.629,426.7085,4.252,422.35,4.232,2042.827,426.974,4.265,421.2055,4.506,2044.8435,428.149,3.8705,422.106,3.905,2034.3095,428.581,4.2415,426.54,3.935,2034.289,431.088,4.008,427.8,3.885,2025.52,2.951,-5.629,0.1125,424.598,3.716,0.495,0.114,0.6245,1.345,-0.04,0.46,-21.492,-1.2045,0.81,2.07,1.27,0.74,0.51,0.185,-4.514,-4.555,-3.821,-4.159,-4.699,-4.068,-9.273,97.263,78.01,0.763,-3.19,-3.44,-3.52,-3.29,-3.045,0.1,-2.27,0.7,-1.03,0.07,255,297.8,-42.975,287.7,298.4,0.09,-0.06,0.1,0.13,-0.09,0.07,0.03,0.04,0.12,-0.04,-0.046,0.499,1.504,2.152,2.713,2.773,3.235,3.974,-0.116,0.217,1.646,2.092,2.903,1.067,1.852,2.547,2.956,2.607,3.852,0.334,1.042,2.531,3.005,3.269,2.7395,4.315,0.077,0.335,1.814,2.6895,3.012,3.772,3.963,4.64,-3.182,-5.246,-4.0105
1,6.25,428.895,3.9835,424.3835,3.693,2029.7185,428.5745,4.229,424.2345,4.007,2039,428.122,4.1415,423.558,4.122,2034.067,428.695,3.981,423.048,4.0035,2032.236,428.8795,4.255,426.3855,3.757,2034.75,431.984,4.0285,427.689,3.5465,2022.994,2.806,-5.693,0.111,424.3625,3.6795,0.505,0.021,0.592,1.252,0.09,0.466,-21.394,-1.6525,0.828,2.065,1.41,0.73,0.49,0.195,-4.598,-4.576,-3.7385,-4.146,-4.721,-4.197,-9.567,97.321,78.25,0.752,-3.105,-3.41,-3.595,-3.355,-3.095,0.1,-2.35,0.8,-1.035,0.06,257.95,298.3,-40.1,287.15,298.55,0.1,-0.055,0.11,0.14,-0.09,0.07,0.03,0.04,0.12,-0.045,-0.0615,0.494,1.5,2.153,2.709,2.778,3.233,3.9725,-0.119,0.214,1.645,2.089,2.901,1.066,1.857,2.557,2.96,2.602,3.851,0.327,1.042,2.533,3.003,3.276,2.7385,4.315,0.069,0.333,1.81,2.673,3.005,3.763,3.962,4.639,-3.234,-5.335,-4.0435
