DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.319142703939863,-0.011395098002858,0.297826016110975,-0.156829432361072,-0.538781781879988,0.36111621604257,-9.16173274994689,-2.68208218171933,0.63449118789932,420.1178776761,2.92746323003947,422.728809949987,3.68160943595158,421.58636830154,422.764466620085,3.62550690225661,422.514300366667,422.779780323841,3.510872559443,423.411295314998,423.212105112251,3.61880471273827,421.860209424658,425.57213300796,3.43954249503215,421.895186229972,425.273718718704,3.46864649545876,424.055034678571,2.71207767055514,-8.71920908168937,0.10104676699904,1.97,1.555,0.7,0.51,0.29,-9.23665,-9.092,-9.39995,-7.7192,-9.5781,-9.6486,-10.39615,96.14096,82.9,0.4851,-6.365,-7.43,-7.36,-6.97,-5.36,0.5,-1.64,2.2,-0.11,252.5,278.9,280.4,287.3,0.01,0.05,0.09,0.09,0.12,-0.16,-0.04,0.13,0.11,-0.14,-0.062,0.147,0.548,1.283,1.724,2.24,2.78,3.784,4.726,-0.35,0.067,0.43,0.842,1.602,2.324,3.128,3.668,4.851,-0.749,-0.187,0.179,0.706,1.3335,1.5955,2.192,3.118,4.092,-0.533,-0.456,0.159,0.766,1.538,1.522,3.016,3.715,4.816,-0.234,-0.072,0.505,0.397,1.2935,1.731,2.752,3.917,4.636,-4.788,-4.406,-3.606,-18.14
1,0.75,0.282909298034298,0.0643042074735382,0.389410708042261,-0.120558475733119,-0.260622984452853,0.370854891109434,-8.63533543496811,-2.4559970118269,0.668917639788495,420.523680800985,2.93428786524371,422.778064470375,3.64276186409696,421.527029061172,422.765811681413,3.64700280789614,421.645233583333,422.556436520888,3.53913903865059,423.335398479675,423.052728283895,3.50695724206424,422.280326166134,425.156865011552,3.28892619302002,422.286798269745,426.068683425256,3.42610272598711,424.158689883186,2.69566923278376,-8.79683820615114,0.103365413791485,2.015,1.57,0.7,0.54,0.35,-9.2837,-9.068,-9.44775,-7.9735,-9.5793,-10.0305,-10.68535,96.17575,83.55,0.4823,-6.33,-7.3,-7.48,-6.93,-5.69,0.6,-1.67,2.2,-0.09,254.2,277.9,280,287.4,0.01,0.04,0.09,0.09,0.11,-0.28,-0.04,0.13,0.11,-0.13,-0.057,0.1425,0.547,1.261,1.722,2.241,2.78,3.783,4.725,-0.353,0.062,0.428,0.842,1.602,2.322,3.127,3.667,4.85,-0.748,-0.183,0.179,0.705,1.327,1.592,2.191,3.117,4.091,-0.536,-0.464,0.153,0.763,1.537,1.522,3.015,3.714,4.815,-0.248,-0.074,0.504,0.398,1.292,1.731,2.751,3.926,4.636,-4.7335,-4.409,-3.5885,-16.82
1,1.25,0.274327748726281,0.0865997795631216,0.367683799283643,0.00968538682131781,-0.0525931381463404,0.358100694317902,-8.3883684610092,-1.44591387505239,0.640175114698853,420.77326857171,2.97237358509407,422.736089951644,3.80510806556265,422.340611873959,422.941368708344,3.71329471549651,421.967934818074,422.839001394915,3.59163053047787,423.767719588,423.008059863196,3.47786291880146,422.835817064706,425.355518821343,3.4647740151904,422.534275520997,426.306699063168,3.46456091924245,423.947305267724,2.63973287466839,-8.80454276385158,0.0994574871040969,1.87,1.52,0.65,0.49,0.31,-9.2683,-9.123,-9.3803,-8.39895,-9.396,-10.0306,-11.2126,96.15014,84.02,0.455,-6.22,-7.32,-7.45,-7.14,-5.92,0.6,-1.515,2.1,-0.12,254.7,277.8,280.6,287.6,0.01,0.11,0.09,0.09,0.12,-0.27,-0.035,0.13,0.11,-0.14,-0.052,0.1435,0.545,1.246,1.722,2.24,2.779,3.783,4.724,-0.373,0.059,0.428,0.843,1.602,2.321,3.126,3.666,4.849,-0.787,-0.193,0.179,0.703,1.326,1.592,2.191,3.116,4.078,-0.56,-0.47,0.153,0.76,1.536,1.521,3.014,3.713,4.814,-0.253,-0.083,0.503,0.3985,1.2915,1.73,2.751,3.926,4.635,-4.99,-4.423,-3.552,-16.155
1,1.75,0.301967644900678,-0.0185180909396262,0.336155986798178,-0.182997493695916,0.123209090724733,0.343830271644428,-8.63652060111906,-1.78582786096073,0.639642757537751,420.973306982605,2.97696228884721,422.771850285444,3.63974055902367,421.675556439625,422.917603037853,3.6290747948879,421.976066003322,422.316780438181,3.59489255161303,423.198979309917,423.220289488346,3.504192198962,422.86393942298,425.109522331831,3.19700291130371,421.630539340739,426.227943208638,3.48273294604027,424.485692878727,2.68137040665327,-9.05346681684068,0.0988825272486169,1.89,1.515,0.68,0.51,0.29,-9.2457,-8.956,-9.3026,-8.889,-9.268,-10.0732,-10.9828,96.13486,84.44,0.4354,-6.155,-7.48,-7.195,-7.13,-5.89,0.6,-1.58,2.2,-0.12,252.8,277.6,281.5,287.9,0,0.03,0.08,0.09,0.11,-0.26,-0.03,0.13,0.11,-0.14,-0.053,0.1435,0.543,1.251,1.721,2.238,2.778,3.782,4.723,-0.359,0.05,0.43,0.843,1.601,2.319,3.125,3.665,4.848,-0.789,-0.204,0.172,0.702,1.326,1.592,2.19,3.115,4.077,-0.582,-0.474,0.154,0.758,1.536,1.521,3.013,3.712,4.814,-0.262,-0.093,0.503,0.398,1.2905,1.729,2.75,3.9255,4.634,-5.055,-4.449,-3.626,-15.94
1,2.25,0.37856159063694,0.0766152274159045,0.41807910911038,0.130571336950454,-0.355062436677193,0.343683685624749,-7.4529036406716,-1.75493145854922,0.620569899583391,421.046439193937,3.01883229770639,422.738234823999,3.6298817068034,422.649725908323,422.683267787287,3.62515549591588,422.608043323333,422.308052246147,3.53788021719715,423.662114443855,422.999127491511,3.62462365496246,423.155413530035,425.062482805909,3.23873549721671,423.108301486456,426.621831492171,3.5123644655328,424.211880873518,2.71698911952546,-9.30553595144081,0.0883566773745895,1.885,1.5,0.695,0.52,0.31,-9.3342,-9.2275,-9.393,-8.81115,-9.4828,-9.9028,-10.81485,96.17757,84.45,0.444,-6.16,-7.625,-7.58,-7.23,-6.1,0.6,-1.705,2.15,-0.135,250.25,275.9,280.8,286.15,0.01,0.11,0.08,0.09,0.11,-0.21,-0.03,0.14,0.11,-0.13,-0.0615,0.143,0.537,1.2495,1.7185,2.2325,2.776,3.7755,4.7185,-0.399,0.0555,0.431,0.842,1.599,2.318,3.117,3.6525,4.8405,-0.8205,-0.227,0.169,0.701,1.3215,1.5915,2.189,3.1125,4.076,-0.593,-0.4785,0.1455,0.7555,1.534,1.5125,3.009,3.706,4.8065,-0.285,-0.099,0.4995,0.386,1.2895,1.7285,2.747,3.916,4.6295,-5.046,-4.4675,-3.593,-19.88
1,2.75,0.293211088025043,0.0753030488374574,0.362222819069,0.202876209658283,-0.51221961763807,0.354627379249751,-8.28355382471113,-2.2776606484452,0.616409759787778,420.571894430288,3.03141994533256,423.102917567219,3.6362252855923,420.517983800623,422.926437849962,3.64952894009345,421.660005667742,422.414553278392,3.59386409914416,423.249192125749,423.247531031026,3.54798798321469,421.753401908182,425.613206235751,3.34723942814961,422.453403692982,426.286638366283,3.30085580671537,424.250226273463,2.7101196575907,-9.40913371030553,0.0786793292345732,1.81,1.49,0.67,0.485,0.28,-9.3716,-9.284,-9.4179,-8.9441,-9.43285,-10.5164,-10.89425,96.22924,84.755,0.4207,-6.64,-7.96,-7.825,-7.33,-6.065,0.6,-1.64,2.2,-0.18,247.85,275.7,280,285.6,0.01,0.105,0.09,0.09,0.11,-0.195,-0.035,0.135,0.11,-0.12,-0.0625,0.1415,0.535,1.243,1.7175,2.2315,2.776,3.781,4.718,-0.4175,0.057,0.4315,0.8425,1.5985,2.328,3.1165,3.652,4.839,-0.82,-0.229,0.166,0.701,1.3215,1.5915,2.189,3.112,4.075,-0.595,-0.4865,0.144,0.753,1.534,1.5095,3.0085,3.7055,4.8055,-0.2975,-0.104,0.4975,0.385,1.289,1.728,2.7465,3.915,4.6285,-4.702,-4.495,-3.636,-16.59
1,3.25,0.257129439324688,0.0631899214860466,0.251031360225997,0.0667966489043855,-0.741500025608054,0.337609115497949,-8.08929783148787,-3.14249683601829,0.62207999374981,420.678112637791,3.070360301338,422.784521143773,3.70035079831859,422.71208465,423.088475189933,3.7504866850891,422.781763498328,422.494889382179,3.69060644067662,423.327020262069,422.92599044015,3.62178728681281,422.620858219489,426.328267391297,3.10727291727737,422.201298015823,426.551690515047,3.2131185249054,425.101482644635,2.67211030718299,-9.35956638585614,0.0921284383621245,1.85,1.49,0.72,0.48,0.275,-9.4309,-9.2495,-9.4223,-9.0118,-9.2751,-10.3239,-10.93095,96.21652,84.74,0.4279,-6.77,-7.94,-7.65,-7.515,-6.08,0.6,-1.68,2.1,-0.195,249.45,274.5,281.7,284.3,0,0.1,0.09,0.09,0.11,-0.185,-0.035,0.135,0.11,-0.13,-0.061,0.1415,0.533,1.235,1.7165,2.231,2.774,3.7735,4.717,-0.4285,0.048,0.4295,0.8425,1.5985,2.315,3.1155,3.651,4.838,-0.8165,-0.2295,0.166,0.701,1.321,1.591,2.188,3.111,4.074,-0.6085,-0.498,0.1405,0.75,1.533,1.5165,3.0075,3.705,4.805,-0.3105,-0.1125,0.4945,0.385,1.2875,1.727,2.7455,3.915,4.6285,-4.728,-4.538,-3.628,-17.705
1,3.75,0.273879828369439,0.0916014404997681,0.207920690652381,-0.133512060304103,-0.816460881370305,0.351963637933699,-7.78404509676729,-2.72099949926993,0.628543657738185,420.581942956302,3.08087388304228,423.250336768056,3.57159121692486,421.718419889655,423.234674008876,3.54455039343525,421.45922888143,423.344556885054,3.55116291052514,423.377251995935,423.820690353698,3.49258810716255,422.827368786207,425.63542849421,3.1827629101848,422.586580848214,426.548052702233,3.30225050167902,424.126445412338,2.73990934582817,-9.23482678042518,0.0926103490274824,1.865,1.465,0.68,0.49,0.325,-9.42735,-9.106,-9.73925,-8.8263,-9.3732,-10.6526,-11.0835,96.17936,85.84,0.41195,-6.555,-8.165,-7.695,-7.63,-6.355,0.6,-1.71,2.2,-0.225,249.55,274.2,282.4,283.45,0.01,0.1,0.09,0.09,0.11,-0.205,-0.03,0.13,0.11,-0.125,-0.0615,0.14,0.5305,1.2455,1.7145,2.2305,2.7735,3.773,4.716,-0.4325,0.0445,0.429,0.844,1.5975,2.3265,3.1145,3.65,4.8375,-0.817,-0.242,0.166,0.701,1.3205,1.5905,2.187,3.1105,4.0655,-0.6185,-0.5085,0.1365,0.748,1.5325,1.513,3.007,3.704,4.804,-0.303,-0.127,0.494,0.3845,1.287,1.728,2.7445,3.915,4.628,-4.794,-4.4545,-3.6195,-16.08
1,4.25,0.258734603545066,-0.0505279584568987,0.377192475323224,-0.196978487685392,-0.263964668700833,0.326816665904484,-7.94008213083062,-1.91647662389907,0.615955180979115,420.64966378195,3.07658779610794,423.024606986281,3.4679969661942,422.746173347826,423.215254268105,3.47079255179482,423.146164705686,422.707669054255,3.48833359269846,423.975400223097,424.138354361924,3.45724878430884,423.49606302001,425.536229636242,3.19154433764414,423.868632721725,426.083910681592,3.27925190706698,425.020628293919,2.79486196537252,-9.38140042697924,0.0817413135556838,1.85,1.44,0.69,0.47,0.31,-9.47915,-9.454,-10.1067,-8.863,-9.4238,-10.6879,-11.0787,96.11197,85.4,0.37945,-6.31,-8.095,-7.815,-7.84,-6.275,0.6,-1.62,2.2,-0.265,252.3,273.35,282.1,283.2,0.02,0.1,0.09,0.09,0.11,-0.205,-0.04,0.13,0.11,-0.125,-0.0625,0.141,0.5285,1.244,1.713,2.23,2.7725,3.772,4.7155,-0.429,0.046,0.4275,0.849,1.597,2.339,3.1135,3.6495,4.8365,-0.8235,-0.2555,0.165,0.701,1.3205,1.5905,2.187,3.11,4.0655,-0.6185,-0.5185,0.1325,0.745,1.5325,1.511,3.0065,3.7035,4.803,-0.308,-0.142,0.4925,0.394,1.2855,1.728,2.7435,3.914,4.6265,-4.807,-4.395,-3.5825,-14.58
1,4.75,0.255402774101796,0.0179109661039462,0.25555467832959,-0.0878512866220255,0.222650127717651,0.303147839576771,-8.57441064669056,-0.419153381749454,0.636009730087912,420.43998431542,3.09039879658902,422.907690797691,3.4862522639424,422.198498815534,423.056448194909,3.50152599712947,421.682716395053,422.198803317146,3.43589801315472,422.825877559871,424.148365764495,3.44180115198435,423.821915916667,424.952897018838,3.19638808004364,422.720688479708,425.820301094859,3.25099698723493,424.617267162749,2.74081936711591,-9.45777730787319,0.0914499376345153,1.945,1.5,0.67,0.525,0.33,-9.5215,-9.417,-10.4495,-9.1634,-9.3446,-10.7119,-11.3744,96.062385,85.52,0.3655,-6.15,-8.11,-7.695,-7.815,-6.42,0.6,-1.68,2.2,-0.24,252.4,274.2,279.75,282.6,0.01,0.1,0.09,0.09,0.11,-0.205,-0.035,0.13,0.11,-0.14,-0.0625,0.1415,0.528,1.238,1.712,2.228,2.7715,3.7715,4.715,-0.4315,0.047,0.4255,0.8485,1.598,2.31,3.113,3.6485,4.835,-0.8365,-0.264,0.1645,0.702,1.3205,1.59,2.186,3.111,4.064,-0.62,-0.517,0.1295,0.7425,1.532,1.5105,3.0055,3.707,4.8025,-0.3235,-0.149,0.4895,0.3845,1.284,1.728,2.743,3.9095,4.626,-4.894,-4.41,-3.6135,-14.35
