DOY2,HR2,FC_1_1_1,CO2_1_1_1,CO2_SIGMA_1_1_1,SC_1_1_1,LE_1_1_1,H2O_1_1_1,H2O_SIGMA_1_1_1,H_1_1_1,T_SONIC_1_1_1,T_SONIC_SIGMA_1_1_1,WS_1_1_1,USTAR_1_1_1,W_SIGMA_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,TA_1_1_1,VPD_1_1_1,RH_1_1_1,PA,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_A,TS_1_5_A,G_1_1_A,NETRAD_1_1_1,SW_IN_1_1_1,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_DIF_1_1_1,FC_1_2_1,CO2_1_2_1,CO2_SIGMA_1_2_1,LE_1_2_1,H2O_1_2_1,H2O_SIGMA_1_2_1,H_1_2_1,T_SONIC_1_2_1,T_SONIC_SIGMA_1_2_1,WS_1_2_1,USTAR_1_2_1,W_SIGMA_1_2_1,U_SIGMA_1_2_1,V_SIGMA_1_2_1,TA_1_2_1,VPD_1_2_1,RH_1_2_1,TAU_1_1_1,TAU_1_2_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_5_1_1,G_6_1_1,G_7_1_1,PA_1_2_1,PPFD_IN_1_1_2,PA_1_1_1,LW_IN_1_2_1,LW_OUT_1_2_1,NETRAD_1_2_1
1,0.25,0.81,414.913442,1.22432,-0.212493,0.539483,9.06277,0.0630925,-15.659,12.3159,0.2839915,2.297,0.186,0.240832,0.519532,0.437035,7.74,1.68,82.7,99.6,9.465,9.745,10.165,10.66,11.275,-12.061,-48.273,0,0,0,0,0,280.868,332.334,0.676,0.34147,441.5380985,4.989544,0.0687703,8.97268,0.084983,-0.862441,9.3387,0.25671,0.3411,0.0403825,0.051135,0.193488,0.186717,5.0995,0.78281,91.9,-0.05049535,0.000426785,10.635,10.74,10.995,11.36,12,10.08,10.465,10.855,11.31,11.83,10.4,10.62,10.94,11.26,11.945,10.545,10.805,11.045,11.4,11.955,-9.47484,-14.00223,-14.60844,-8.340515,-7.841865,-22.76385,-27.1352,99.67,0.676,99.555,311.53,327.44,-18.02
1,0.75,1.06379,415.327911,1.287919,0.1355975,0.491,8.8745605,0.065708,-15.888,12.259332,0.288097,2.261,0.182,0.239644,0.516041,0.434741,7.655,1.7,83.2,99.6,9.443,9.6835,10.121,10.636,11.284,-12.096,-47.8055,0,0,0,0,0,282.054,332.533,0.676,0.4006,443.363617,4.773506,0.0477046,8.985762,0.087094,-0.6499655,9.194882,0.260789,0.342385,0.041707,0.0520535,0.1963425,0.1881815,5.051,0.7564,92,-0.0423865,0.000338,10.6,10.72,10.985,11.36,12,10.03,10.4,10.795,11.28,11.84,10.345,10.57,10.91,11.255,11.945,10.48,10.75,11.005,11.385,11.95,-9.69558,-14.2467,-14.473785,-8.618805,-7.78303,-22.2606,-27.0229,99.685,0.676,99.555,311.2,327.57,-17.39
1,1.25,0.92633,413.753204,1.20825,0.021736,0.770137,8.826308,0.069296,-17.41,12.089,0.275681,2.293,0.185,0.241419,0.519615,0.442719,7.566,1.68,82.7,99.6,9.402,9.643,10.08,10.62,11.285,-12.36,-48.201,0,0,0,0,0,283.93,332.36,0.676,0.405664,442.401886,4.932838,0.0418155,9.047781,0.084834,-0.99078,9.12025,0.24827,0.33782,0.0410965,0.0530125,0.1934695,0.1860645,4.972,0.73608,92.021,-0.04192065,0.000298998,10.58,10.695,10.96,11.36,12,9.955,10.34,10.75,11.25,11.845,10.285,10.52,10.875,11.25,11.95,10.425,10.705,10.96,11.365,11.95,-10.00971,-14.26356,-14.684165,-8.864355,-7.69898,-21.61125,-26.48464,99.69,0.676,99.565,311.2,327.47,-17.56
1,1.75,0.995,413.782536,1.081032,0.1233405,0.651,8.812052,0.0695766,-16.387,12.0415,0.282786,2.2875,0.179,0.236643,0.50892,0.430116,7.485,1.74,82.4,99.6,9.352,9.615,10.04,10.595,11.285,-12.429,-47.626,0,0,0,0,0,283.798,332.226,0.676,0.443845,440.413,4.7138295,-0.02457125,8.896633,0.082431,-0.844538,9.0245,0.2461765,0.347159,0.041113,0.05309585,0.199101,0.1848445,4.9365,0.723955,92.2,-0.0382856,0.000288867,10.545,10.665,10.955,11.365,12.01,9.9,10.265,10.695,11.225,11.855,10.23,10.47,10.84,11.25,11.95,10.37,10.645,10.915,11.35,11.96,-10.14554,-14.09496,-14.75989,-8.98713,-7.66536,-21.6621,-27.10096,99.685,0.676,99.58,310.39,327.44,-16.79
1,2.25,0.884242,412.393738,1.11223,0.346069,0.69578,8.642907,0.064384,-16.504,12.0137645,0.277489,2.276,0.185,0.242899,0.508982,0.431496,7.3605,1.76,81.9,99.6,9.308,9.565,10.003,10.567,11.28,-12.245,-45.971,0,0,0,0,0,284.457,333.04,0.676,0.289221,442.0468835,4.675189,-0.012341,8.8436465,0.090712,-0.600282,9.0589,0.24639,0.33972,0.041275,0.054813,0.193997,0.185032,4.912,0.726695,92.3,-0.04256415,0.0004590415,10.505,10.625,10.945,11.355,12.015,9.83,10.195,10.635,11.195,11.845,10.17,10.41,10.805,11.23,11.945,10.33,10.595,10.875,11.35,11.955,-10.34082,-14.4996,-14.701005,-9.093535,-7.825055,-22.374,-27.4718,99.7,0.676,99.575,311.6,326.53,-16.77
1,2.75,1,413.8525635,1.25246,0.4237015,1.015,8.7035515,0.067927,-17.215,11.911339,0.284605,2.2715,0.189,0.2418655,0.5223095,0.4254185,7.362,1.74,82.3,99.6,9.277,9.558,9.96,10.555,11.2775,-12.174,-45.252,0,0,0,0,0,283.81,332.6105,0.676,0.301675,443.1637915,4.961079,0.077346,8.67871,0.095263,-0.853385,9.02275,0.251046,0.35218,0.04078385,0.053615,0.195732,0.196091,4.868,0.72537,92.3,-0.04330405,0.000332734,10.46,10.6,10.925,11.35,12.015,9.755,10.155,10.575,11.17,11.845,10.115,10.36,10.755,11.22,11.935,10.26,10.53,10.84,11.335,11.945,-10.43421,-14.45745,-14.953455,-9.1672,-7.774625,-22.86555,-27.95696,99.7,0.676,99.57,310.8,324.53,-16.17
1,3.25,1.022841,414.337965,1.279013,-0.228736,1.238255,8.39094,0.066505,-17.0241,11.8295,0.295244,2.2416,0.186,0.240565,0.510915,0.444972,7.239,1.759,82.1,99.6,9.2325,9.50525,9.92,10.55,11.28,-12.052,-46.295,0,0,0,0,0,283.119,331.187,0.676,0.379736,443.560476,4.58092,0.23159,8.624394,0.0891128,-0.73517,8.9722,0.247867,0.3465,0.042369,0.0540675,0.1977585,0.18679,4.662,0.713,92.3,-0.04149625,0.0006725545,10.435,10.575,10.885,11.345,12.015,9.725,10.09,10.53,11.14,11.85,10.065,10.31,10.705,11.21,11.94,10.195,10.485,10.8,11.32,11.935,-10.6125,-14.08653,-15.138585,-9.39638,-7.7326,-22.35705,-28.3189,99.69,0.676,99.575,311.8,324.13,-15.45
1,3.75,0.9965,414.3722715,1.1403755,-0.869444,1.3046255,8.479787,0.071476,-16.9006,11.8577,0.3,2.2195,0.1915,0.243924,0.517687,0.427089,7.0655,1.77,81.35,99.6,9.1935,9.46275,9.89,10.535,11.275,-12.1917,-46.69,0,0,0,0,0,282.824,331.63,0.676,0.34084,444.367531,4.731287,0.140966,8.492441,0.089518,-0.71399,8.793,0.258171,0.354955,0.042285,0.053128,0.196474,0.189452,4.624,0.71339,92.2,-0.040218,0.000416,10.41,10.545,10.86,11.33,12.015,9.655,10.025,10.47,11.115,11.845,10.02,10.295,10.665,11.195,11.94,10.135,10.445,10.775,11.295,11.93,-10.64645,-14.48275,-15.41628,-9.52734,-7.942725,-22.11975,-27.92272,99.675,0.676,99.565,311.7,323.83,-15.97
1,4.25,1.00655,415.390352,1.261416,-0.260333,1.194035,8.361955,0.071426,-16.677,11.7095,0.295803,2.225,0.183,0.238747,0.506558,0.430116,6.859,1.861,81,99.6,9.213,9.425,9.88,10.525,11.27,-12.571,-46.834,0,0,0,0,0,282.3255,330.416,0.676,0.39334,442.1211455,4.579445,0.13,8.554457,0.0862195,-0.85004,8.7464,0.2528265,0.3568,0.043325,0.054231,0.192265,0.191861,4.473,0.70371,92.25,-0.0415608,0.0006719755,10.39,10.525,10.825,11.32,12.015,9.61,10,10.41,11.1,11.84,10,10.24,10.645,11.18,11.94,10.105,10.38,10.73,11.275,11.92,-10.81626,-14.60076,-15.845445,-9.781075,-8.08561,-23.20455,-28.5428,99.68,0.676,99.56,308.89,322.61,-15.81
1,4.75,0.848427,414.156788,1.177925,-0.045417,1.12,8.22624,0.0659845,-15.794,11.7052,0.2923025,2.262,0.183,0.237695,0.506458,0.4288095,6.831,1.79,80.5945,99.6,9.18875,9.38375,9.8625,10.4975,11.276,-12.595,-45.144,0,0,0,0,0,283.2285,329.771,0.676,0.35345,442.15786,4.46787,0.1330925,8.560143,0.084118,-0.7627345,8.6949,0.241232,0.34424,0.042617,0.053017,0.1914305,0.190682,4.3585,0.70149,92.2,-0.03787295,0.000248048,10.355,10.515,10.8,11.32,12.015,9.55,9.95,10.365,11.085,11.84,9.94,10.22,10.6,11.165,11.95,10.07,10.335,10.685,11.27,11.92,-11.00306,-14.71878,-15.83703,-9.88748,-8.178065,-22.3674,-28.64176,99.66,0.676,99.54,310.7,323.53,-15.68
