DOY2,HR2,FC_1_1_1,CO2_1_1_1,CO2_SIGMA_1_1_1,SC_1_1_1,LE_1_1_1,H2O_1_1_1,H2O_SIGMA_1_1_1,H_1_1_1,T_SONIC_1_1_1,T_SONIC_SIGMA_1_1_1,WS_1_1_1,USTAR_1_1_1,W_SIGMA_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,TA_1_1_1,VPD_1_1_1,RH_1_1_1,PA,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_A,TS_1_5_A,G_1_1_A,NETRAD_1_1_1,SW_IN_1_1_1,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,SW_IN_1_1_2,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_DIF_1_1_1,FC_1_2_1,CO2_1_2_1,CO2_SIGMA_1_2_1,LE_1_2_1,H2O_1_2_1,H2O_SIGMA_1_2_1,H_1_2_1,T_SONIC_1_2_1,T_SONIC_SIGMA_1_2_1,WS_1_2_1,USTAR_1_2_1,W_SIGMA_1_2_1,U_SIGMA_1_2_1,V_SIGMA_1_2_1,TA_1_2_1,VPD_1_2_1,RH_1_2_1,TAU_1_1_1,TAU_1_2_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_5_1_1,G_6_1_1,G_7_1_1,PA_1_2_1,PPFD_IN_1_1_2,PA_1_1_1,LW_IN_1_2_1,LW_OUT_1_2_1,NETRAD_1_2_1
1,0.25,1.877862,431.513853,2.12459,0.12552075,3.747,10.559251,0.15282025,-5.134,14.289,0.40246875,2.796,0.282,0.336773,0.684836,0.589067,9.5175,3.15,93,99.9,10.723,10.91,11.198,11.637,12.155,-8.1,-17.626,0,0,0,0,1.56255,332.29,347.77,0.6765,1.04614,460.4848555,7.9362995,1.1074,10.483171,0.16255825,0.15756475,12.304,0.3706815,0.4914765,0.0613985,0.079737125,0.264595,0.260697,7.63,1.35975,93.9,-0.01341335,0.001521665,11.215,11.31,11.4875,11.865,12.6075,10.81,11.1,11.3775,11.7775,12.315,11.05,11.2175,11.4375,11.7375,12.4175,11.1,11.27,11.4675,11.88,12.445,-6.881145,-8.720835,-9.00405,-4.82915,-4.7194075,-12.6069,-15.8041,99.945,0.67675,99.8275,337.635,345.4,-9.235
1,0.75,2.21971,430.7033285,2.46582825,1.2553995,3.681715,10.439579,0.171272,-5.4265,14.17875,0.4183945,2.83,0.276,0.34218,0.679706,0.606932,9.3875,3.15,92.9,99.9,10.63875,10.88075,11.15025,11.61675,12.15775,-7.793,-18.36525,0,0,0,0,1.510465,332.44375,347.22,0.677,1.1678,463.465,7.8342695,1.28975,10.418789,0.179616,0.34175,12.245,0.367954,0.5007585,0.06107325,0.080649725,0.2620715,0.25701425,7.599,1.3029,94.1,-0.012675325,0.0014506,11.15,11.2475,11.4675,11.865,12.61,10.775,11.075,11.33,11.7375,12.29,11,11.195,11.4275,11.7375,12.41,11.0675,11.22,11.44,11.8725,12.4475,-6.898125,-8.602815,-9.2775375,-4.89463,-4.2991575,-11.5381,-16.48079,99.93,0.677,99.79,340,345.3,-8.635
1,1.25,1.909,430.060949,2.091292,1.120559,3.7485,10.237104,0.149263,-6.0955,13.95,0.399673,2.78759,0.264,0.325576,0.656506,0.575326,9.32,3.205,93,99.9,10.595,10.855,11.125,11.592,12.16,-7.96491,-19.784,0,0,0,0,1.45838,330.41,347.79,0.677,1.07565,460.700427,7.7587515,0.99335475,10.32181125,0.1667485,0.083948,12.27,0.3609655,0.5085775,0.06113165,0.0815906,0.25997025,0.256056,7.58,1.2576,94.15,-0.0192596,0.00139118,11.1375,11.23,11.4375,11.8675,12.61,10.7475,11.0375,11.295,11.7,12.305,10.9575,11.16,11.4075,11.7375,12.4175,11.025,11.18,11.4175,11.855,12.4325,-6.787755,-8.653395,-9.5636475,-5.295695,-4.30336,-11.20395,-15.31384,99.9175,0.677,99.81,339.465,345.975,-8.115
1,1.75,1.8095955,429.963,2.34163225,1.08546525,3.802755,10.066641,0.154779,-5.421311,13.85845,0.404969,2.815,0.2707505,0.334661,0.665002,0.5886385,9.3775,3.15,93.1,99.9,10.5815,10.8125,11.09875,11.584,12.16,-7.888,-18.669,0,0,0,0,1.56255,333.662,347.24475,0.677,1.180363,457.7295,7.61079,1.1285,10.236433,0.15889975,0.28409,12.23133125,0.34687775,0.5023225,0.0589305,0.0818305,0.2657055,0.2575565,7.665,1.2222,94.2,-0.0171955,0.0013822,11.0975,11.2025,11.425,11.875,12.61,10.715,11.0025,11.26,11.67,12.3225,10.935,11.1325,11.3975,11.73,12.42,10.9725,11.1575,11.3975,11.835,12.435,-6.762285,-7.68816,-9.534195,-5.5535225,-4.530295,-11.05545,-15.3224,99.9375,0.677,99.83,340.25,346.08,-7.705
1,2.25,2.00575,429.30502825,2.4343485,1.149819,3.870332,10.0157255,0.144851,-6.6890595,13.8475,0.424264,2.7685,0.2645,0.326644,0.6763875,0.5678905,9.2975,3.18,93.7,99.9,10.5425,10.758,11.081,11.57,12.1635,-7.781,-18.196,0,0,0,0,1.45838,331.03475,347.1145,0.677,0.8495,460.192105,7.334823,0.9211225,10.170597,0.1756665,0.45227,12.077,0.3526755,0.50116,0.0613695,0.08353685,0.267919,0.2654245,7.525,1.17395,94.2,-0.0172554,0.001531125,11.085,11.17,11.41,11.875,12.61,10.6575,10.955,11.23,11.655,12.315,10.9225,11.095,11.3575,11.7025,12.42,10.9375,11.1575,11.3825,11.8175,12.4425,-6.762285,-7.37625,-9.03771,-5.4553025,-4.5387,-9.90137,-16.12095,99.9525,0.677,99.835,339.64,347.37,-7.05
1,2.75,2.064129,430.15845375,2.28099,1.25493075,4.77,10.04635075,0.1459625,-6.668873,13.7085,0.417133,2.75211,0.26975,0.331662,0.69245875,0.57842125,9.1975,3.08,93.7,99.9,10.479,10.709,11.0535,11.555,12.16375,-7.848,-17.92,0,0,0,0,1.45838,332.564,346.9175,0.677,1.051875,460.75275,7.761765,0.936582,9.96402925,0.1774885,0.224463,12.10975,0.354584,0.47223275,0.061942,0.07909525,0.2688815,0.260511,7.5575,1.141675,94.3,-0.016491075,0.00167434,11.065,11.1675,11.41,11.8675,12.61,10.5925,10.8975,11.1875,11.6325,12.3225,10.8925,11.055,11.3175,11.68,12.42,10.89,11.1475,11.37,11.7975,12.43,-6.57975,-7.47741,-8.457075,-5.3488975,-4.4588525,-10.1108,-15.78893,99.9575,0.677,99.8475,340.245,347.665,-7.535
1,3.25,2.153,430.725449,2.354369,1.008361,5.229875,9.827988,0.155714,-6.236,13.7525,0.427785,2.7497755,0.2635,0.3412795,0.687022,0.583942,9.21,3.125,93.825,99.9,10.43725,10.68375,11.027,11.53725,12.161625,-8.07792,-16.619,0,0,0,0,1.56255,333.799,346.4715,0.677,1.138235,460.266,7.2894405,1.4781,10.043887,0.1750705,0.392051,11.967,0.339323,0.4922125,0.061212,0.079472725,0.261626,0.257321,7.42,1.1443,94.3,-0.01734015,0.001872805,11.0325,11.1525,11.4025,11.8575,12.6075,10.5275,10.835,11.15,11.605,12.33,10.8575,11.035,11.2925,11.6725,12.4275,10.855,11.1275,11.355,11.7775,12.4275,-6.41844,-7.65444,-8.7642225,-5.246585,-4.4084225,-10.5663,-15.06034,99.9475,0.677,99.84,340.225,346.745,-6.795
1,3.75,1.99075,431.369741,2.22193575,0.5966875,5.92125,9.99472325,0.149036,-6.32525,13.686,0.4339535,2.7305,0.26925,0.33774125,0.70031075,0.582012,9.07,3.27,93.85,99.9,10.407375,10.67325,11.0035,11.5115,12.16375,-8.0415,-15.036,0,0,0,0,1.45838,333.69,346.10975,0.677,1.05528,460.5375,7.27158475,1.3249,10.0030225,0.17480625,0.44701,11.765,0.347045,0.495263,0.0616307,0.080251,0.268676,0.256039,7.3475,1.1797,94.3,-0.01666075,0.0015977675,10.9975,11.13,11.395,11.855,12.6075,10.515,10.78,11.11,11.58,12.315,10.81,11.0275,11.2675,11.665,12.43,10.8375,11.0875,11.3,11.755,12.4325,-6.354765,-7.447905,-8.3182275,-5.230215,-4.2235125,-10.585275,-15.12737,99.94,0.677,99.8325,339.4,346.815,-7.575
1,4.25,2.15575,432.013747,2.208014,0.170118,5.03925,9.942076,0.144161,-6.746,13.6187,0.4219,2.76524125,0.26075,0.320936,0.66501775,0.57616675,8.88,3.262,93.95,99.9,10.383,10.652,10.965,11.503,12.165,-8.15425,-16.187,0,0,0,0,1.45838,332.6805,346.126,0.677,1.0824,460.31425,6.968895,1.184,9.791577,0.181044,0.293215,11.7545,0.3569025,0.4968275,0.06067255,0.0826335,0.2649245,0.258592,7.285,1.169075,94.4,-0.0197284,0.0017225675,10.99,11.1275,11.385,11.8425,12.6075,10.4875,10.7375,11.09,11.5525,12.305,10.795,11.0075,11.21,11.6625,12.4275,10.82,11.045,11.24,11.73,12.43,-6.38448,-8.223465,-8.5117725,-5.4553025,-4.25293,-10.90775,-15.0286,99.93,0.677,99.8,338.725,346.42,-7.94
1,4.75,1.978,431.424202,2.11715025,0.58633675,4.547,9.545843,0.137012,-6.0545,13.739525,0.410102,2.7935,0.272334,0.32756325,0.6879235,0.584175,8.91,3.24,93.8,99.9,10.358,10.6175,10.947,11.483125,12.17,-8.13975,-17.392,0,0,0,0,1.45838,329.13425,344.848,0.677,1.03365,458.679,6.9995585,1.2169,9.818558,0.1759525,0.28015375,11.74265,0.3302325,0.493215,0.06312675,0.083616475,0.26902775,0.2710325,7.26,1.175,94.3,-0.0146513,0.0011342075,10.99,11.1,11.3825,11.82,12.6075,10.4775,10.7075,11.035,11.5475,12.31,10.765,10.96,11.215,11.6525,12.4275,10.78,11.005,11.21,11.7175,12.43,-6.69012,-8.35413,-8.4192075,-5.4716725,-4.1898925,-10.279525,-15.1078,99.9075,0.677,99.7875,337.415,347.14,-7.98
