DOY2,HR2,CO2,FC,G_1_1_1,H,H2O,LE,LW_IN,LW_OUT,NETRAD,PA,PPFD_IN,PPFD_OUT,RH,SC,SH,SLE,SW_IN,SW_OUT,TAU,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_6_1,T_CANOPY,T_SONIC,USTAR,U_SIGMA,VPD,V_SIGMA,WS,W_SIGMA,G_2_1_1,TA_1_1_3,TA_1_1_2,TS_1_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,G,TA
1,0.25,427.510902325,0.66034325,5.3859,-1.2671633255,5.50302093062649,8.294765,302.5,313.6,-5.143,99.87921315,0.025,0.042,90.7263386928167,0.064708804,0.292517488,0.133828369,-0.293,1.659,-0.043783071,0.15825,2.2,1.97425,4.7585,5.36575,5.28725,2.6,2.2,4.117,5.7,4.083,-0.19,1.63274637,0.508966377,1.06075,1.066461901,0.819473601274001,3.25525477325,0.537685117033923,-4.2815,-0.40775,0.36051945,5.946,3.0345,3.696,4.283,4.724,5.1365,5.521,5.867,6.4515,7.3735,3.286,3.716,4.248,4.799,5.3185,5.607,5.954,6.39975,7.25375,-4.046,0.89850000000001
1,0.75,428.921575525,0.7146668775,-4.7585,-2.14725,5.49613487359334,8.84075,302.6,313.475,-4.716,99.85658121,0.025,0.0375,90.7,0.06608274725,0.217330057,0.16956707025,-0.2045,1.71975,-0.0351002825,0.05175,2.217,1.92475,4.7335,5.351,5.3,2.6,2.2,4.1,5.7,4.09575,-0.2405,1.66374410682772,0.509864,1.05524295658714,1.01,0.801723941,3.237395842,0.505500677617477,-4.29375,0.067,0.39624905,5.94575,3.039,3.696,4.263,4.714,5.13625,5.501,5.847,6.44125,7.36825,3.2905,3.701,4.258,4.809,5.329,5.62325,5.96925,6.42025,7.259,-3.56525,0.887
1,1.25,428.907,0.70075,-5.29625,-1.0927213385,5.422441742,8.7550988915,303.3,313.375,-4.5105,99.8393932925,0.02075,0.034,90.3851060139409,0.0429023265,0.1657888855,0.10169985275,-0.2425,1.746,-0.0400951645,0.13125,2.22475,1.9,4.7335,5.3665,5.30025,2.6,2.2,4.10425,5.7,4.09975,-0.2735,1.4998522425,0.5035,1.0492978185,0.987002615,0.756,3.2153129,0.500472731238135,-4.33575,0.22075,0.394971025,5.94175,3.02475,3.671,4.248,4.714,5.13625,5.501,5.842,6.4255,7.36825,3.3005,3.711,4.238,4.814,5.329,5.62325,5.96925,6.42025,7.264,-4.0275,0.844
1,1.75,429.1115,0.62025825,-5.403,-1.10963365825,5.516921563,8.852549473,303.05,313.375,-4.56325,99.83815937,0.022,0.03,90.45,0.08043977325,0.2804339815,0.19575,-0.19525,1.7685,-0.0445492675,-0.0135,2.2665,1.9,4.717,5.3545,5.283,2.6,2.2,4.10425,5.7,4.096,-0.36,1.4665,0.504113949,1.03892846048224,1.008340561,0.72761794645267,3.0824372835,0.47950342,-4.42125,0.2155,0.17954487,5.9375,3.00975,3.647,4.243,4.694,5.13125,5.501,5.842,6.4255,7.363,3.2855,3.686,4.218,4.814,5.329,5.623,5.96925,6.42025,7.264,-3.799375,0.952
1,2.25,428.252,0.595770862,-5.4005,-1.17824686325,5.517895463,8.905,302.275,313.175,-4.3205,99.846298825,0.0245,0.036,90.9042436568179,0.055458807,0.316946875,0.1765943965,-0.20225,1.7015,-0.044517509,-0.10025,2.229,1.89575,4.7415,5.349,5.283,2.6,2.2,4.10425,5.7,4.1,-0.459,1.547328074,0.4810389315,0.97108317162376,0.966,0.729412988017874,3.01832757,0.476,-4.45725,0.39175,0.08801622,5.92925,2.98975,3.627,4.243,4.689,5.13625,5.486,5.837,6.44125,7.363,3.26575,3.65175,4.213,4.809,5.309,5.623,5.96925,6.42025,7.264,-4.04325,0.91825
1,2.75,428.495,0.552469635,-5.41125,-1.49726,5.466267789,8.72455259475,302.025,312.9,-4.3215,99.856,0.023,0.032,90.7,0.058706922,0.381075594,0.16367981825,-0.146,1.688,-0.0470866555,-0.109,2.24575,1.8915,4.768,5.33375,5.291,2.6,2.2,4.10425,5.7,4.09975,-0.4645,1.420815904,0.4842735,0.99704842539529,0.99089050125,0.729362426107383,3.047335,0.482819069203671,-4.50125,-0.52475,0.099103745,5.93325,2.995,3.592,4.228,4.669,5.13125,5.50625,5.837,6.44125,7.363,3.2165,3.65175,4.208,4.809,5.308,5.638,5.97425,6.41525,7.264,-4.091875,1.13775
1,3.25,428.866,0.654,-5.41125,-0.738824702,5.492,8.625310119,302.625,312.4,-4.178,99.8339306175,0.022,0.031,90.9,0.082495459,0.3945,0.195948765,-0.1935,1.65325,-0.04617694,-0.0715,2.2585,1.82475,4.754,5.317,5.2745,2.567,2.2,4.133,5.7,4.08375,-0.507,1.274151603,0.4937470305,1.0155,0.947420814750621,0.734817023042253,3.08675,0.511418696057859,-4.47975,-0.4695,0.076039805,5.9505,2.96075,3.572,4.213,4.64325,5.13125,5.50625,5.837,6.44125,7.363,3.2415,3.632,4.208,4.804,5.308,5.623,5.97425,6.41525,7.264,-3.984,1.1315
1,3.75,429.30275,0.600708,-5.41625,-0.3789627945,5.38475,9.091838628,302.45,312.2,-3.772,99.831012675,0.02675,0.027,91.2,0.05870816775,0.31296590625,0.1617909615,-0.19425,1.705,-0.041856885,-0.125,2.233,1.8,4.721,5.3,5.27475,2.525,2.17925,4.1,5.7,4.092,-0.4955,1.27,0.50321176,1.019,0.9415,0.759621280639241,3.1149925,0.505,-4.48725,-0.31925,0.13279755,5.93325,2.931,3.55275,4.218,4.62875,5.13125,5.50625,5.82625,6.44125,7.368,3.26575,3.602,4.203,4.809,5.308,5.623,5.97425,6.41525,7.264,-4.032,1.0975
1,4.25,429.1595,0.560258047,-5.405,-0.590946236,5.34593235358744,9.113483201,302.725,312.5,-3.64625,99.8259538775,0.0235,0.022,91.4,0.0983126985,0.372,0.198,-0.161,1.746,-0.0398496705,-0.15375,2.21275,1.83825,4.71675,5.317,5.27125,2.52075,2.17925,4.1,5.6875,4.083,-0.5825,1.193,0.48391775,0.990671106255683,0.96929164925,0.757711314443851,3.073847667,0.474707722260469,-4.541,-0.68225,0.05382949,5.925,2.88225,3.518,4.203,4.623,5.116,5.491,5.8465,6.4615,7.363,3.29575,3.597,4.188,4.804,5.308,5.638,5.97425,6.41525,7.26925,-4.69975,1.22825
1,4.75,428.489,0.63653425,-5.4035,-1.094,5.29028990571159,8.935556819,303.2,312,-3.421,99.83053046,0.02425,0.03025,91.8,0.065,0.291958149,0.1595,-0.16,1.71275,-0.04466902475,-0.25325,2.229,1.8615,4.7125,5.3,5.28725,2.50825,2.175,4.1,5.7,4.09975,-0.619,1.12764962551012,0.492,1.01391529626493,0.949,0.754047629132272,3.121690115,0.484710366095053,-4.52925,-0.67725,0.0583774925,5.92925,2.86725,3.518,4.193,4.603,5.116,5.491,5.857,6.4615,7.373,3.28575,3.577,4.188,4.804,5.288,5.638,5.97425,6.41525,7.26925,-3.991375,1.07875
