DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,G_1_1_1,G_3_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,H2O_1_5_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CO2_1_5_2,CO2_1_5_3,CH4_1_1_1,CH4_1_5_1
1,0.25,1.90765516310343,-16.9661099445359,0.207270631539678,0.13746446603537,0.00728450859513423,0.226273723272784,0.310340800661624,-0.385591509865627,0.171197687288431,-14.5061858150395,-0.410279189756088,0.655275115038998,1.41,0.64,0.27,0.11,-17.1661,-17.9575,-16.69505,-18.83675,-19.78785,-23.2055,94.70493,76.02,0.299,-17.755,-16.68,-15.52,-9.66,0.45,-2.31,1,-0.47,213.85,232.6,265.75,275.2,0.18,-0.23,0.11,-0.12,0.11,0.21,0.01,0.12,0.1,-2.724,-2.5525,-2.106,-1.734,-1.776,-1.184,-1.285,-0.462,-0.055,-9.641,-8.4885,-1.844,-1.162,-0.777,-0.479,-0.19,-7.569,-6.7135,-4.7235,-3.694,-3.151,-2.678,-2.4085,-5.068,-5.0565,-4.277,-3.822,-3.6575,-2.95,-2.7195,-4.0475,-4.239,-3.4755,-3.135,-2.705,-2.1455,-1.6845,-0.8365,-22.96,1.53745080725592,1.72533299611912,1.68627262146944,1.64344009773452,1.27125009370878,1.32435088261626,419.632856602307,422.361184347913,422.988971403773,422.498947605833,423.669732984185,422.030607928103,423.020779413529,423.541425060976,425.446642047295,425.25302025046,427.11670039207,2003.71688635525,1998.44140260823
1,0.75,1.87352221880377,-16.858056370954,0.217365201198655,0.138006876567982,-0.013208687123081,0.117981391303452,0.365366769162546,-0.132140687898387,0.177330088251461,-11.3670908725827,-1.32779502916993,0.631302314613126,1.23,0.59,0.28,0.11,-17.2648,-17.8895,-16.8111,-19.05155,-19.9994,-23.29575,94.69452,76.08,0.2931,-17.845,-16.98,-15.69,-9.62,0.3,-2.195,1,-0.45,215,232.55,265.55,275,0.18,-0.22,0.11,-0.12,0.11,0.22,0.01,0.12,0.1,-2.7245,-2.548,-2.1065,-1.7395,-1.778,-1.182,-1.2825,-0.464,-0.0545,-9.7425,-8.501,-1.8465,-1.162,-0.776,-0.4775,-0.208,-7.5865,-6.7675,-4.7395,-3.699,-3.152,-2.6545,-2.4105,-5.073,-5.059,-4.296,-3.818,-3.6545,-2.949,-2.7175,-4.0605,-4.233,-3.476,-3.1395,-2.706,-2.144,-1.6895,-0.826,-22.795,1.48730263901456,1.69717138567346,1.56338522219706,1.36206638325804,1.13599675874808,1.28386227882176,419.701749570745,422.570833353844,422.790864418126,422.841672867973,423.414629778624,422.403738733948,423.075326649333,424.200545161988,425.461268275721,425.237556529927,425.744201296511,2004.89044105356,1998.15248063726
1,1.25,2.05159495412962,-16.7004769284111,0.197647424253202,0.176542724785067,-0.015302887917943,0.180014984399261,0.403733444484019,-0.0448106977196229,0.18060816107742,-17.793670390603,-0.677270538256542,0.619292183038399,1.28,0.63,0.265,0.11,-17.2104,-17.925,-16.54345,-18.9437,-20.17145,-23.4245,94.7236,75.99,0.2969,-17.75,-16.98,-15.595,-9.555,0.3,-2.13,0.85,-0.45,215.35,233.55,266.1,274.7,0.17,-0.22,0.11,-0.12,0.11,0.21,0.01,0.12,0.1,-2.7255,-2.5435,-2.105,-1.745,-1.78,-1.182,-1.281,-0.465,-0.049,-9.8885,-8.5505,-1.8485,-1.166,-0.777,-0.478,-0.2095,-7.571,-6.7605,-4.779,-3.697,-3.153,-2.655,-2.4115,-5.079,-5.064,-4.31,-3.814,-3.652,-2.949,-2.7155,-4.0735,-4.2255,-3.4765,-3.1435,-2.707,-2.155,-1.708,-0.8735,-18.955,1.51449564265593,1.7029822715277,1.53306721934437,1.44307121262177,1.10509365856768,1.25086247644736,419.592054350383,422.315482853406,423.217603145526,422.654507483622,424.016870030185,422.339037560822,422.5101436743,424.262079888342,426.242808439425,425.371011257976,427.071200315744,2005.80879145973,2002.71966194298
1,1.75,1.89380366875123,-16.8491041687575,0.197162103107115,0.143127049535686,-0.012768843166665,0.117341232398516,0.521475781683441,-0.0685172519276644,0.168285019665955,-11.5875433701113,-0.188059580735575,0.679139726946,1.33,0.66,0.275,0.12,-17.192,-18.0505,-16.81135,-18.8054,-20.19995,-23.6501,94.70567,75.92,0.2944,-17.715,-16.72,-15.66,-9.51,0.5,-1.94,1,-0.34,216.45,234.2,266.8,274.6,0.18,-0.22,0.11,-0.12,0.11,0.21,0.01,0.12,0.1,-2.7265,-2.5505,-2.1035,-1.75,-1.781,-1.181,-1.2835,-0.466,-0.0545,-10.0185,-8.533,-1.85,-1.172,-0.776,-0.48,-0.229,-7.537,-6.7655,-4.7815,-3.6855,-3.154,-2.655,-2.4125,-5.085,-5.0695,-4.3055,-3.81,-3.6505,-2.948,-2.7135,-4.0865,-4.22,-3.4825,-3.1485,-2.707,-2.158,-1.6245,-0.843,-17.455,1.48941241476696,1.6716246988073,1.5852497514748,1.43021103646607,1.11899621158136,1.38094813365155,419.402862189248,422.23933063678,422.159239303551,422.226568283214,423.504447288093,422.210937878512,420.378480900987,424.237892632587,425.140839408145,425.092334243093,425.92479458109,2005.61989451433,2002.87447612875
1,2.25,2.07858897055461,-16.50680180266,0.236418401759656,0.119745308882395,0.0117151422615425,0.207600756436081,0.365605297686068,-0.257383818353538,0.185415812132499,-11.0136898557769,0.420292227209735,0.67017445774185,1.39,0.66,0.28,0.11,-17.0204,-17.984,-17.0081,-19.1511,-20.3369,-24.6033,94.662215,75.74,0.28915,-17.85,-16.675,-15.62,-9.49,0.45,-1.9,1.2,-0.375,215.8,235.35,267.15,274.55,0.18,-0.22,0.11,-0.12,0.11,0.21,0.01,0.12,0.1,-2.7325,-2.5595,-2.1005,-1.7555,-1.7805,-1.182,-1.2825,-0.468,-0.062,-10.068,-8.6005,-1.8515,-1.171,-0.7775,-0.483,-0.194,-7.5445,-6.7675,-4.818,-3.6745,-3.155,-2.687,-2.4135,-5.0925,-5.077,-4.2895,-3.806,-3.6595,-2.9475,-2.711,-4.1005,-4.216,-3.4895,-3.153,-2.7055,-2.159,-1.718,-0.905,-20.22,1.45741734692539,1.62753372120901,1.49191909225283,1.36217441514904,1.07071326006866,1.27767529880998,419.655391490886,422.083134893832,422.789170778661,422.31889965017,423.809567245941,422.298447091973,422.416133778971,423.982172149294,424.701083362136,425.2874171309,425.862021142284,2007.50554213066,2003.09046431755
1,2.75,1.88976546336528,-17.0598783313482,0.176824557464804,0.136811543931321,0.00890406568893335,0.133013899518079,0.325952592395583,-0.0742377575972663,0.175743827415293,-8.50124581921967,0.0828182145329367,0.659517185353377,1.45,0.64,0.28,0.125,-17.3554,-18.0235,-17.01745,-19.5788,-20.39545,-24.0936,94.65606,75.76,0.28485,-18,-17.065,-15.64,-9.69,0.4,-1.96,1,-0.38,213.55,235.75,266.55,274.75,0.18,-0.22,0.11,-0.12,0.11,0.215,0.01,0.12,0.1,-2.74,-2.57,-2.0975,-1.7605,-1.78,-1.185,-1.282,-0.469,-0.056,-10.0155,-8.601,-1.863,-1.1745,-0.778,-0.4855,-0.232,-7.5705,-6.77,-4.8275,-3.6625,-3.1555,-2.69,-2.4145,-5.0985,-5.0855,-4.276,-3.805,-3.669,-2.9465,-2.714,-4.114,-4.225,-3.4965,-3.1495,-2.7095,-2.158,-1.725,-0.875,-17.58,1.48502428562574,1.64617196109434,1.58380412633114,1.41041113134839,1.09861276394053,1.27603254102616,419.598737317545,422.025863403637,422.765537520655,422.210146928704,423.577366110647,422.024643044715,422.036970761957,424.227924501621,425.755778242705,425.432605066565,427.19904828511,2006.48760434912,1999.66681682573
1,3.25,2.05151262050177,-16.9242767831697,0.226566672934624,0.175947592612726,-0.029176702464487,0.148406733987334,0.316754640051732,0.149272991079618,0.178494698566239,-14.2218120435883,0.617681115469522,0.695271773717398,1.37,0.63,0.28,0.12,-17.31655,-18.0825,-17.1603,-19.47285,-20.246,-24.37855,94.6907,75.55,0.2925,-18.2,-16.46,-15.41,-9.85,0.4,-2.065,0.9,-0.295,213.35,235.55,265.05,274.9,0.18,-0.22,0.11,-0.12,0.11,0.22,0.01,0.12,0.1,-2.744,-2.581,-2.0955,-1.7655,-1.7795,-1.187,-1.2815,-0.471,-0.06,-9.916,-8.628,-1.8745,-1.1795,-0.7785,-0.488,-0.215,-7.593,-6.7745,-4.828,-3.6515,-3.1565,-2.693,-2.4185,-5.102,-5.0885,-4.262,-3.81,-3.6795,-2.9465,-2.7175,-4.1285,-4.235,-3.5035,-3.146,-2.708,-2.172,-1.663,-0.825,-19.5,1.43697201769894,1.58811779677889,1.53831551189696,1.66239417137639,1.0965335152632,1.25334764477388,419.38399034155,422.102066219866,422.062131603226,422.256670346975,423.176546620841,421.836237665753,422.717668496564,424.135637162444,425.342587461855,425.264961369508,425.723817447602,2006.32170585847,1999.99744520268
1,3.75,1.93951605195182,-17.0811587167034,0.20738026619574,0.117993097251305,-0.00927768179835613,0.0832092173009986,0.228284166129907,-0.0604468423703012,0.193445741314048,-11.1561914833087,-0.541306996837182,0.683638380899157,1.39,0.63,0.28,0.115,-17.46805,-18.0675,-17.0552,-19.417,-20.40065,-24.9069,94.6662,75.64,0.2919,-18.375,-16.765,-15.115,-9.855,0.5,-2.015,1,-0.25,211.9,234.65,266.5,274.8,0.18,-0.22,0.11,-0.12,0.11,0.21,0.01,0.12,0.1,-2.7505,-2.5865,-2.0945,-1.771,-1.78,-1.1895,-1.281,-0.472,-0.0625,-9.8435,-8.6405,-1.885,-1.1835,-0.78,-0.491,-0.2165,-7.6175,-6.791,-4.8295,-3.647,-3.1605,-2.658,-2.422,-5.1025,-5.088,-4.2495,-3.8145,-3.711,-2.946,-2.718,-4.1395,-4.2445,-3.51,-3.15,-2.7085,-2.1645,-1.83,-0.834,-22.2,1.44232875803534,1.6098971296754,1.4598274373163,1.4118248181284,1.07559490337048,1.23799796686074,419.555438457433,421.747539709161,423.200517590834,421.963940392336,423.86134278469,421.935223299269,422.245359914416,424.09404595563,426.025541583783,425.315925949325,426.777027330202,2007.42375197657,2001.11480822788
1,4.25,1.97409708644738,-17.0396308000402,0.221362869049888,0.121780895084411,-0.0624745663614966,0.172079862785786,0.163583828281608,-0.103258005753022,0.192679725192371,-9.23355353222594,0.447760969476505,0.663341988674647,1.45,0.63,0.27,0.12,-17.5444,-18.1815,-17.15525,-19.69665,-20.83165,-25.1274,94.65689,75.63,0.29325,-18.705,-17.435,-15.31,-9.7,0.4,-2.03,1,-0.33,214.2,232.9,265.4,275.15,0.18,-0.22,0.11,-0.11,0.11,0.21,0.01,0.12,0.1,-2.762,-2.5935,-2.0945,-1.7765,-1.7795,-1.189,-1.28,-0.474,-0.0625,-9.8105,-8.642,-1.89,-1.1835,-0.7805,-0.4935,-0.189,-7.6515,-6.8085,-4.833,-3.6505,-3.1675,-2.6605,-2.426,-5.1035,-5.0885,-4.2365,-3.8195,-3.699,-2.9465,-2.719,-4.148,-4.2545,-3.5175,-3.1535,-2.7095,-2.1665,-1.8645,-0.898,-20.38,1.43758164698574,1.61234657932908,1.46899741295201,1.41161959368476,1.1113772238172,1.17473503323551,419.623959752171,422.245185689939,422.774651618945,422.759328730711,423.796437735496,422.209113649781,421.66073452761,424.122397879302,425.473724233958,425.358128921752,426.374095364915,2005.01370866126,2002.92052689643
1,4.75,1.99804966395312,-16.8257831273316,0.228436407510367,0.144861924206452,-0.0018642077073088,0.124116179373846,0.252462932488959,0.132797419502862,0.172901165574425,-13.781513492383,-0.384937564884247,0.736983766819737,1.38,0.655,0.28,0.11,-17.183,-17.973,-17.112,-18.6429,-20.3868,-24.9309,94.636975,75.55,0.2976,-18.73,-17.49,-15.29,-9.615,0.4,-1.98,0.9,-0.365,215.6,232.7,264.35,275.65,0.18,-0.22,0.11,-0.12,0.11,0.22,0.01,0.12,0.1,-2.774,-2.59,-2.0935,-1.782,-1.775,-1.189,-1.28,-0.475,-0.0625,-9.785,-8.599,-1.8925,-1.1875,-0.781,-0.496,-0.2,-7.737,-6.8515,-4.845,-3.663,-3.171,-2.662,-2.426,-5.1125,-5.089,-4.2245,-3.834,-3.687,-2.949,-2.7215,-4.1525,-4.264,-3.517,-3.1575,-2.7095,-2.1595,-1.626,-0.8955,-18.26,1.45124582230676,1.70761876141425,1.52112544971158,1.54343871727078,1.13356090244232,1.23286260958788,419.757073938447,422.009118505879,422.461164873934,422.46964150528,423.272766482785,421.949999506076,421.708305242457,424.209593736923,424.424525953237,425.60461146776,426.592108460018,2004.47053865157,2001.73995958845
1,5.25,1.85877660580685,-16.5617480911985,0.244496560004051,0.11456754992813,0.0165594634091461,0.146050442037304,0.71803971197067,-0.16196326648376,0.193251012753947,-9.96501375068578,0.310130756209237,0.730562610162828,1.41,0.63,0.27,0.13,-16.9424,-18.0265,-17.161,-19.0806,-20.17025,-25.30205,94.62031,75.86,0.296,-18.15,-17.175,-15.86,-9.805,0.4,-1.98,1.1,-0.32,214.3,235.8,265.3,275.6,0.18,-0.215,0.11,-0.115,0.11,0.215,0.01,0.12,0.1,-2.778,-2.5825,-2.0925,-1.7875,-1.7715,-1.1935,-1.2805,-0.476,-0.0625,-9.6885,-8.601,-1.896,-1.1935,-0.782,-0.497,-0.201,-7.834,-6.8425,-4.856,-3.675,-3.175,-2.664,-2.431,-5.124,-5.0915,-4.2125,-3.8475,-3.682,-2.9525,-2.723,-4.1555,-4.275,-3.516,-3.16,-2.7105,-2.1635,-1.63,-0.862,-18.955,1.44406392989923,1.72749689910318,1.53751990797897,1.5897317917225,1.23753554417127,1.19949136709283,419.738518252315,422.171073087608,422.512946233463,422.539398142518,424.069431627624,421.860077378703,422.280508540661,423.845992513683,424.543357446972,425.573460462746,427.019740103113,2005.02646542789,2001.67935047269
1,5.75,2.10644212166582,-16.9524261554619,0.206118960443023,0.127930923736114,-0.0190951843214293,0.0715539262541249,0.744681209669259,-0.0322384649442547,0.170585571863225,-8.44607150377236,-0.523205609208578,0.653497181430479,1.41,0.61,0.28,0.12,-17.3687,-18.118,-17.0448,-19.5113,-20.6829,-24.90725,94.64267,75.8,0.29125,-17.87,-17.135,-15.915,-9.915,0.4,-1.99,0.9,-0.39,213.55,235.75,265.65,275.4,0.18,-0.23,0.11,-0.12,0.11,0.22,0.01,0.12,0.1,-2.784,-2.5755,-2.0915,-1.793,-1.7675,-1.1975,-1.2805,-0.478,-0.058,-9.758,-8.5495,-1.9015,-1.1995,-0.782,-0.5,-0.2225,-7.914,-6.848,-4.8665,-3.6915,-3.18,-2.668,-2.4315,-5.131,-5.091,-4.2,-3.8625,-3.682,-2.958,-2.721,-4.1585,-4.285,-3.5155,-3.1615,-2.711,-2.1675,-1.832,-0.899,-18.44,1.46315590842627,1.69607823944445,1.57365823300366,1.57959353125777,1.16277163177559,1.16600005798272,419.582484460624,422.041363154295,423.085279445242,422.549064546999,423.196337250609,422.106300472788,421.985891117886,423.947021890929,425.338939447405,425.754670939106,426.499772295298,2003.7092408337,2001.61083397825
