DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_7_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_8_1,TS_5_9_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,-0.0196452082961593,-0.0835355642948042,0.0412407548408976,-0.352810234730226,-0.823874395108539,0.0695057774714272,-24.5937332791902,-3.2102911697339,0.315941672286214,409.917953531012,3.5102198283364,418.750739285048,2.84048985087326,414.239880804636,3.87674594818106,418.824174654931,2.83838617115304,414.788571972682,4.07023178039862,418.893661807466,2.85905544068055,414.954651572543,4.08010944774389,418.949085092773,2.86755959332995,415.282710193423,4.13013917947641,1.86142675876791,7.88048349659154,0.348200295425155,1.5175,0.76,0.3,7.0114,6.46925,5.692275,5.038,3.85215,90.291495,27.185,3.0116,4.275,5.16,2.9625,0.3,-4.125,0.975,-1.9125,-0.0225,255.45,333.15,254.75,326.575,-0.51,0.0325,0,-0.0925,-0.3,-0.0375,-0.1075,-0.5375,4.74025,5.85875,7.91325,9.14575,10.51575,13.61825,13.64875,16.02925,18.24875,7.0855,8.12875,9.522,10.14825,10.90325,12.694,13.8145,15.99025,8.01975,9.14,10.762,11.342,13.22625,13.22125,17.523,7.1565,8.8575,10.47575,10.99025,11.15025,12.80275,13.79625,15.59875,17.89975,5.797,7.16925,9.053,9.729,10.68775,12.8095,15.42975,17.7055,-44.95,-25.263,-81.5825
1,0.75,-0.00311201513154335,-0.0663112579447617,0.0401515307863827,-0.368202720148866,-0.622487732273773,0.071995089635058,-30.6880514460553,-2.67071327936497,0.313106237753785,409.815923528605,3.60208326646,418.572411853592,2.79979106052162,414.314711635593,4.06275727510124,418.829593011073,2.76392289753405,414.752268856405,4.10734295842835,418.789560097704,2.83286544530426,414.685069055838,4.04978512588477,418.901046949056,2.83743781446501,414.775257848485,4.40297710925955,2.004531717499,7.789692005295,0.344388150480402,1.44,0.73,0.2775,6.7179,6.07625,5.2545,4.645225,3.35055,90.2964825,27.3925,2.8715,3.945,4.92,2.6625,0.3,-4.18,0.9,-1.8925,-0.02,254.95,331.575,253.125,325.725,-0.51,0.0325,0,-0.085,-0.32,-0.0275,-0.0975,-0.535,4.7155,5.58075,7.7385,9.078,10.5315,13.6185,13.648,16.031,18.24725,6.83425,7.93225,9.4085,10.10825,10.9175,12.695,13.8145,15.989,7.796,8.83025,10.618,11.28075,13.24225,13.229,17.53275,7.00975,8.6895,10.3545,10.90375,11.1595,12.798,13.796,15.5995,17.8985,5.67325,6.902,8.8915,9.6675,10.705,12.80925,15.4295,17.7045,-45.751,-26.179,-82.13
1,1.25,-0.0239055672129995,-0.0493269015417601,0.095196020737951,-0.570278306122806,-1.06055285546326,0.0780587799878435,-25.3836527956481,-3.52940647202096,0.289150371041474,409.847711833871,3.5166472004644,418.108370661532,2.8394182474243,413.845698466494,4.08228534778522,418.583125337263,2.7864834379698,414.415322768676,4.06861768660014,418.512102048543,2.86252741852181,414.5870822,4.08375231923006,418.568827949214,2.87619628313835,414.732375906836,4.2243987841737,2.11933448339328,7.38222969030519,0.404577078743341,1.59,0.81,0.32,6.4766,6.0265,5.036525,4.415025,3.37025,90.28322,28.0125,2.8221,3.875,4.835,2.3225,0.4,-4.06,1,-1.8325,-0.125,254.1,331.25,252.2,324.35,-0.49,0.04,0,-0.08,-0.31,-0.025,-0.1,-0.5325,4.349,5.43,7.547,9.01025,10.5485,13.616,13.64925,16.0315,18.246,6.629,7.6735,9.295,10.057,10.93075,12.696,13.813,15.98725,7.58625,8.52425,10.44875,11.20275,13.2665,13.231,17.531,6.7395,8.4405,10.2135,10.80925,11.16675,12.7945,13.79375,15.59925,17.8965,5.42575,6.65625,8.73175,9.638,10.71875,12.809,15.42875,17.7025,-45.433,-26.034,-80.39
1,1.75,-0.0397099515336461,-0.0656453849377472,0.0697228387899134,-0.410781133596811,-0.477929732089788,0.0702734588466258,-24.0504057630296,-3.55685121694887,0.319645912578669,410.107803931327,3.52733748905658,418.267694673571,2.7483353776585,413.740317636364,3.79856889876207,418.256537096678,2.80776361516557,414.6275851929,4.03677080705956,418.339737195004,2.79661470223505,414.730132280478,4.07700546337235,418.624776618113,2.79793558943453,414.731302857264,4.1977377103143,2.33055992834367,7.15132513806756,0.432541566757582,1.58,0.8075,0.33,6.0091,5.341,4.795125,4.340625,3.353825,90.276605,29.305,2.7414,3.6375,4.58,2.01,0.3,-4.13,0.975,-1.83,-0.06,252.55,330.8,252.725,322.4,-0.5,0.04,0,-0.08,-0.3,-0.0325,-0.105,-0.535,4.06475,5.201,7.3595,8.9265,10.56325,13.61425,13.6475,16.0325,18.24425,6.32575,7.3995,9.16575,10.01225,10.944,12.697,13.8115,15.98725,7.30225,8.23725,10.27775,11.09825,13.28625,13.23275,17.52925,6.542,8.1995,10.0475,10.72475,11.17125,12.79125,13.79175,15.59875,17.8955,5.24125,6.4865,8.58575,9.57075,10.729,12.80825,15.4275,17.70125,-45.38625,-26.6345,-79.55
1,2.25,-0.0484622142857991,-0.0310055848900763,0.0841352348268955,0.150395198589776,-0.401898674002952,0.0679864579831311,-26.7617258583375,-1.88622225177188,0.280649016804857,410.077837000515,3.60144515698162,417.991400099404,2.89371697487763,414.045135674626,3.95483210628116,418.103601926348,2.86105588155471,414.654560311155,3.94733584998276,418.432994769991,2.91510295880724,414.795570011905,4.18746167501732,418.441565396837,2.79192633703625,415.175734543046,4.21129477801949,1.97602204702628,7.31136291583208,0.402208387187714,1.39,0.76,0.3,5.87075,5.249,4.60885,4.19265,3.1315,90.279495,28.845,2.6863,3.39,4.3,1.82,0.3,-4.04,0.9,-1.85,-0.05,251.55,329.55,252.4,321.6,-0.52,0.03,0,-0.115,-0.3325,-0.05,-0.11,-0.61,3.76375,4.918,7.17025,8.83525,10.577,13.6155,13.64525,16.03,18.243,6.07675,7.28975,9.031,9.96325,10.95625,12.697,13.81,15.98625,7.00725,7.9885,10.11325,11.0155,13.30325,13.232,17.52725,6.26425,7.967,9.915,10.64025,11.17475,12.7905,13.791,15.5975,17.89425,4.93975,6.202,8.453,9.504,10.73575,12.8075,15.42725,17.69925,-45.7265,-26.4725,-81.91
1,2.75,-0.0499730221215498,-0.0627405387908756,-0.0027208512041489,-0.231377655883432,-0.888917913698492,0.0676583102680734,-23.121916513575,-3.59071779792731,0.31425539808621,410.146069023617,3.54053563832377,418.020958887271,2.93895718102851,414.006947432119,3.87512919174179,418.389298555941,2.94123819818909,414.693329564799,4.04415002321228,418.479857360743,2.93738338720371,414.733310621622,3.96490898582171,418.53398333629,2.8902488118166,415.018542381967,3.95139186311528,1.98262631776516,6.84641080310621,0.430474452256627,1.485,0.745,0.32,5.751825,5.056,4.37615,4.031925,2.77885,90.26341,29.205,2.563475,3.32,4.115,1.86,0.4,-4,1,-1.86,-0.03,251.35,328.5,251.5,321.2,-0.5,0.04,0,-0.095,-0.3375,-0.05,-0.11,-0.62,3.52975,4.7125,6.99275,8.7405,10.59025,13.61825,13.6435,16.03025,18.24125,5.8455,7.08825,8.9025,9.91325,10.964,12.693,13.81,15.9845,6.719,7.85175,9.94825,10.93125,13.33625,13.23475,17.514,6.0085,7.77975,9.78525,10.55425,11.17825,12.79075,13.79075,15.596,17.893,4.68325,6.00325,8.31125,9.441,10.7425,12.8075,15.426,17.6975,-45.9015,-27.0615,-78.37
1,3.25,-0.0390695968627797,-0.0581751755885485,-0.0191779533696893,-0.253620905198286,-0.727424896997529,0.0734287278680061,-25.9835709779702,-2.52175225557118,0.322905335520655,410.097720945634,3.56083044906512,418.141056150437,2.92451635492836,414.527092860465,3.93597614042119,418.346850531798,3.00962941605951,414.880744549151,3.95942107602348,418.222496806164,2.93549306620003,415.087388190083,4.13059146529208,418.271593409974,2.89953318518309,415.066784516609,4.21381414134781,1.96219240126867,6.75086940043661,0.406560250325073,1.48,0.785,0.32,5.494825,5.1625,4.1044,3.516775,2.61535,90.253465,30.665,2.924575,2.8975,3.735,1.56,0.3,-3.8975,0.9,-1.86,-0.03,249.55,327.15,250,320.6,-0.51,0.04,0,-0.095,-0.33,-0.06,-0.11,-0.62,3.26875,4.5265,6.862,8.6425,10.5975,13.618,13.644,16.028,18.24,5.696,6.87575,8.7845,9.86075,10.96925,12.691,13.81025,15.9825,6.45475,7.61725,9.75025,10.83975,13.22075,13.234,17.524,5.8475,7.5765,9.65975,10.465,11.18125,12.79125,13.78775,15.596,17.89125,4.514,5.80475,8.1765,9.3655,10.74975,12.809,15.42475,17.69625,-45.736,-27.042,-80.2125
1,3.75,-0.0323288313017214,-0.0620642393205271,0.0356226998481565,-0.381370929096868,-0.650911405277975,0.0789760366266527,-26.2074953757502,-2.89050245328485,0.32837028795484,410.178448061092,3.53958697364564,418.204873188342,2.89511495659256,414.061786290248,3.93937661385501,418.269732368327,2.88345545109123,414.829442352688,4.01650268959521,418.156512927293,2.90609272470239,414.50781606523,3.92156604198178,418.448189331659,2.84860373953577,414.369118770492,4.08498010568653,1.98772992924765,6.12598500589735,0.439127970469769,1.4325,0.7325,0.3025,5.34795,4.7525,3.62485,3.1358,2.26685,90.254135,29.74,2.7279,2.83,3.615,1.4075,0.4,-3.91,0.925,-1.84,0,248.525,326.425,250.475,319.55,-0.52,0.03,0,-0.115,-0.37,-0.0525,-0.1125,-0.62,3.1185,4.34775,6.712,8.5675,10.60225,13.6155,13.64425,16.02775,18.239,5.453,6.68225,8.67075,9.80625,10.9765,12.6935,13.81,15.98075,6.1585,7.37675,9.58625,10.776,13.21975,13.23425,17.522,5.69325,7.3735,9.547,10.391,11.18225,12.793,13.78625,15.59625,17.88925,4.33425,5.63825,8.06025,9.28725,10.756,12.81175,15.4245,17.6945,-45.666,-26.63,-78.77
1,4.25,-0.0253581549704104,-0.0359270815721782,0.0489507294800902,-0.667816306734463,-1.02486797535532,0.0717444123272564,-23.7015756727593,-3.20156127537089,0.312921643475871,409.830861599273,3.61603847633583,417.852959939179,2.8829532069587,414.244560028571,4.07759361333764,417.839505854755,2.93375394817427,415.116938755,4.08028435674639,417.810826534077,2.94252968514959,415.31062017776,4.32011132163124,418.011848222924,2.87767985698617,415.391663142618,4.17676376484498,1.99625155637441,6.01528078939822,0.40977039540365,1.44,0.76,0.3,5.223275,4.5995,3.9659,3.196475,2.069225,90.237295,30.1175,3.0473,2.57,3.35,1.31,0.3,-3.96,0.9,-1.85,0.06,248,324.85,250,318.7,-0.5125,0.04,0,-0.09,-0.37,-0.05,-0.11,-0.61,2.8995,4.153,6.5775,8.471,10.6065,13.6175,13.6445,16.02975,18.23725,5.19825,6.50475,8.55825,9.753,10.98375,12.69625,13.81,15.9805,5.93925,7.16825,9.465,10.72925,13.325,13.2345,17.52025,5.60125,7.181,9.43625,10.3155,11.18175,12.794,13.78625,15.5955,17.888,4.0615,5.40725,7.953,9.2265,10.76,12.813,15.42375,17.69325,-45.95875,-26.99825,-74.98
1,4.75,-0.0377888980883873,-0.0426528005224296,0.0800417809170269,-1.10277463972828,-0.619823771990376,0.0722277345083028,-24.121465406373,-4.01766213954757,0.338764607408875,409.855249684622,3.67346358461705,418.042148649054,2.95570580586169,414.373287978645,3.80680358825054,418.119113686402,2.92339931038176,415.386217921217,3.74150239120435,418.054566749665,3.0231691617333,415.285240004139,3.77563029999147,418.478083832287,2.95788895957809,415.112344994808,4.10403836614639,1.75965422404652,6.05055611782825,0.396062133891273,1.445,0.715,0.28,5.32655,4.734,3.4704,2.880275,1.97025,90.230675,28.7375,3.0914,2.495,3.315,1.05,0.3,-3.9825,0.9,-1.875,-0.08,247.9,324.95,249.8,318.1,-0.5125,0.03,0,-0.095,-0.3675,-0.0525,-0.11,-0.61,2.6625,3.92775,6.44625,8.3655,10.61,13.61975,13.6415,16.0285,18.2355,5.05125,6.34125,8.43825,9.69925,10.99,12.699,13.81025,15.97925,5.77925,6.9575,9.3425,10.68375,13.3555,13.24225,17.5185,5.412,6.9655,9.29475,10.2455,11.18125,12.797,13.786,15.595,17.887,3.9355,5.21,7.84175,9.1735,10.761,12.81525,15.4235,17.69125,-45.753,-26.869,-77.075
