DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_8_1,TS_2_1_1,TS_2_2_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_8_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1
1,0.25,0.350613391728067,20.1508023099162,0.100138215698654,-2.77345248408226,-2.18284111048013,-14.6495546892668,-4.91044200602235,-10.0647841072673,0.0269057725000706,-7.83666276522115,-6.48067367649051,0.103599607208473,0.20875,0.1595,0.01,18.4877775,18.3396,17.74238,17.288455,15.342125,101.170722,82.58875,-0.031135,14.179,14.84525,14.9785,0,-5.4415,0.6,-2.05125,346.76,400.7675,370.0575,391.5975,-0.28,-0.34,-0.31,-0.11,-0.42,-0.27,0.01,-0.12,21.06795,21.3888,22.3426,22.2797,23.6884,24.10655,25.816225,19.9009,21.08095,22.22835,23.83625,24.27425,22.72335,23.54525,22.095,22.78865,23.972,25.43465,20.017,21.09325,21.72865,23.0909,23.939175,24.234325,25.040925,26.037725,25.52015,21.4756,22.41205,23.217,23.4959,23.89115,25.0746,25.41815,25.84645,-25.556,-27.944,-12.825,-67.8235,18.9925953696021,19.0827954203063,18.990900756608,18.8352325166571,16.6152654684469,444.219861707089,421.366325978413,415.730704862101,424.733313665496,426.988949369119,421.808505733244,425.879787570134,428.342502243033,484.703813573796,2009.86343578825,1979.13562952717,2025.33153171736,2078.40579127784
1,0.75,0.28693128212033,19.996363293781,0.10449200109848,-16.609199259989,-12.3681189573292,-14.6495546892668,-16.6971739482155,-10.3106680613046,0.0240590250418714,-18.6375136584555,-3.71943791774199,0.125687116462559,0.21975,0.15,0.01,18.00958,18.129675,17.3683375,16.938415,15.27852,101.16965375,86.0095,-0.070075,14.23525,14.6545,14.69775,0,-5.64075,0.6,-2.16125,345.1825,400.085,368.8675,392.585,-0.27,-0.34,-0.31,-0.11,-0.41775,-0.27025,0.01,-0.12025,20.89735,21.3518,22.314,22.27945,23.68975,24.10755,25.81595,19.7633,20.94,22.2209,23.833775,24.273525,22.557775,23.380125,22.0586,22.7741,23.969175,25.43465,19.7991,20.989525,21.65465,23.078425,23.94075,24.2336,25.039075,26.036725,25.52015,21.3917,22.26365,23.2021,23.4901,23.8902,25.07375,25.417875,25.8456,-27.5184,-27.61885,-12.5638,-68.479,18.6514162038762,18.2550228760402,18.0412859655479,17.9099153632759,16.3061898943809,449.461673200852,424.845065675174,421.242295877837,426.70092891178,425.493114420907,426.28044928383,464.275068570898,429.27607487954,448.435059133267,2033.12469120069,2003.55427462103,2058.08727957913,2102.34614400261
1,1.25,0.348809896510507,19.5312557871197,0.0800105954965895,-6.53882469426216,-6.42470394048475,-14.6495546892668,-14.3181614550174,-7.14562095610484,0.0274955307427332,-13.3573309961224,-4.8055620437,0.12504761240227,0.2,0.16975,0.01,17.75704,17.7314,16.89086,16.8779,14.778535,101.15927625,84.89075,-0.091775,14.21925,14.28975,14.57975,0,-5.31075,0.4,-1.99375,343.9575,400.4325,369.0975,390.7925,-0.27025,-0.34,-0.31,-0.11,-0.42,-0.27,0.01,-0.12,20.72175,21.275,22.287275,22.27825,23.69175,24.1067,25.81595,19.71175,20.82935,22.2108,23.831475,24.273075,22.37115,23.224275,22.004,22.75945,23.97,25.4345,19.63085,20.892275,21.60525,23.065025,23.94175,24.232875,25.03715,26.036725,25.519875,21.2013,22.22075,23.18635,23.48425,23.8893,25.0736,25.41715,25.84545,-28.4297,-28.2036,-12.7958,-65.1145,18.5360932885241,18.1995576416631,17.9169920659878,17.1746954833628,15.6795954441151,448.352431300894,427.298827959018,425.226965817768,426.640297944799,444.477046572448,430.757879124483,429.304708667435,436.864515230696,438.565485480841,1993.34060169446,2065.21827522103,2123.9091876528,2183.69251873329
1,1.75,0.306560950730078,19.5205188296169,0.0898172139507422,0.29642665514483,-8.72975449646243,-14.6495546892668,-5.60337052115476,-8.37982657441608,0.0242160295238202,-15.7865904822635,-5.01290370070417,0.121027210088582,0.20975,0.17975,0.01,17.6281475,17.4338,16.899,16.596085,15.0000575,101.114949,85.428,-0.10054,14.02725,14.089,14.3215,0,-5.3155,0.6,-2.07,343.0875,398.7625,368.61,389.38,-0.28,-0.34,-0.30025,-0.10025,-0.42,-0.27,0.008,-0.11025,20.5812,21.18955,22.255425,22.27735,23.6957,24.10685,25.815225,19.6098,20.7505,22.1987,23.829175,24.273075,22.182125,23.0778,21.9386,22.74185,23.9674,25.42555,19.51905,20.7982,21.54945,23.05155,23.943325,24.232875,25.0353,26.03665,25.51915,21.12915,22.20115,23.1677,23.4774,23.88935,25.0726,25.416875,25.8446,-29.4498,-28.941525,-13.12325,-65.0355,18.3998007569874,18.1312537747699,17.6486820087955,17.4847685465816,15.708001904454,447.994637360198,428.249175198751,433.275562925235,432.21270208697,448.859609643388,437.153712659203,459.733496692648,439.807569731935,455.494693841436,2028.78510197862,2029.87681547429,2099.17587812169,2154.86857836424
1,2.25,0.315031707995833,19.1194065025929,0.107497000219738,-1.54033523299236,-3.23790563206097,-14.6495546892668,-6.78609789145096,-6.03572697570069,0.0269075996075622,-12.65869675332,-4.08394255509902,0.104370303872711,0.19975,0.18,0.01,17.1645625,17.216375,16.4718725,16.71934,14.83235,101.093441,85.355,-0.0631325,13.92325,13.97925,14.24825,0,-5.27175,0.5,-2.0755,344.375,399.265,368.865,389.695,-0.28,-0.34,-0.31,-0.11,-0.41775,-0.28,0.008,-0.12,20.4596,21.092,22.22215,22.2746,23.69865,24.10685,25.814225,19.5264,20.6308,22.1847,23.829175,24.2728,22.004175,22.936575,21.8818,22.72545,23.965,25.4238,19.41745,20.707475,21.475325,23.034225,23.945475,24.23215,25.0343,26.035725,25.51915,21.05305,22.1669,23.1472,23.4695,23.88745,25.0726,25.41615,25.8446,-29.741,-29.442075,-13.45085,-62.83,18.1632215771247,17.6535214965364,17.4520865259804,16.5344684162735,15.2662497001837,445.793094600798,435.894506407616,434.624103218393,440.942432969107,452.266156101905,437.939622056777,460.121420210965,455.370176625031,478.308977851543,2038.44057617742,2081.57983116726,2090.18716144056,2070.10546562078
1,2.75,0.321534156052353,18.916410312398,0.0986345106563658,-3.52573252456079,-4.22307485101356,-14.6495546892668,-5.04736902663419,-8.17374071032318,0.028851180090137,-11.2289816906118,-3.02875181561523,0.115798045508824,0.2395,0.17975,0.01,16.981625,17.0838,16.385925,16.7951125,14.7316075,101.068693,84.621,-0.083975,14.16125,14.0685,14.15575,0,-5.19375,0.3975,-2.06025,345.25,398.5925,367.965,389.5875,-0.27,-0.34,-0.3,-0.10025,-0.42,-0.28,0.01,-0.12025,20.3589,21.0299,22.19015,22.27185,23.69905,24.107,25.814225,19.3789,20.47505,22.16875,23.83365,24.27235,21.85115,22.803425,21.8568,22.70715,23.9658,25.42365,19.211575,20.555575,21.433025,23.012275,23.947475,24.23215,25.0316,26.034725,25.518875,20.8585,22.0241,23.11145,23.46065,23.8876,25.07255,25.41615,25.84445,-27.1325,-27.24765,-13.87505,-62.948,17.4717091360987,17.7755109996286,17.1436837614373,16.7363532891905,15.5161281509131,453.31038693744,428.428696550239,440.52053490816,440.277370806207,439.376985455147,440.1560064795,472.060246969797,446.842600145894,482.610889880691,2018.29255636188,2031.1003383107,2085.89170240722,2104.64222376636
1,3.25,0.301036388676816,18.742511562058,0.0747153361208059,-18.5020974553623,-9.10226648949051,-14.6495546892668,-19.8140728101899,-8.73040191900024,0.0334789247966512,-18.5422182833923,-5.51812974840306,0.110165171296373,0.2095,0.1595,0.01,16.71102,16.79695,16.0359,16.3185875,14.55205,101.0496085,84.72175,-0.105745,13.7585,13.7555,14.2545,0,-5.712,0.5,-2.222,344.415,397.655,369.405,387.8,-0.2605,-0.35,-0.31,-0.11,-0.428,-0.28,0.01,-0.1205,20.30035,20.950425,22.15945,22.26985,23.696425,24.10685,25.813225,19.232,20.340225,22.151925,23.8352,24.273075,21.714075,22.677225,21.8194,22.687275,23.9646,25.4231,18.9874,20.3855,21.3937,22.9891,23.9487,24.231425,25.0307,26.03415,25.518875,20.708275,21.90175,23.0532,23.4507,23.887475,25.088025,25.41615,25.84445,-26.535075,-27.5709,-14.31625,-63.5535,17.413174785698,17.0931123527776,16.6119541335924,16.2359820697799,15.2290779247092,453.173017660389,425.074320206547,423.378308972207,429.411199692484,446.549029753672,434.522244288921,447.371934526384,444.805544393001,456.072022776081,2054.26424135639,2096.38082687837,2107.24635399326,2105.71345829386
1,3.75,0.318999364785474,18.7994300370615,0.107815451960691,-10.6228476914146,-4.57541592519916,-14.6495546892668,-1.38001760790626,-10.8976577855681,0.0220611861275242,-13.2418103910456,-6.49721842125948,0.129260033215155,0.219,0.1495,0.01,16.815565,16.9375,16.200035,16.1428575,14.3718075,101.034711,84.9605,-0.1356125,13.6385,13.6385,13.8945,0,-5.2535,0.6,-2.181,344.025,396.87,367.39,387.185,-0.2705,-0.34,-0.31,-0.12,-0.42,-0.28,0.01,-0.13,20.3248,20.836025,22.13185,22.262775,23.70315,24.1077,25.813225,19.217175,20.2328,22.1339,23.83895,24.27235,21.5605,22.553875,21.76525,22.667825,23.96545,25.4237,19.0378,20.2431,21.3495,22.977,23.95025,24.2307,25.0297,26.03415,25.51815,20.629,21.858425,23.00285,23.440075,23.886625,25.08695,25.415425,25.8436,-28.584125,-28.3013,-14.4512,-64.391,17.5021160383205,17.1161048191204,16.8328482459106,16.5220627596178,15.0569415917936,453.932942866273,439.888808893034,443.3634169362,440.130489084649,454.829867227032,448.330516715527,468.098954169446,458.489626741909,485.500229625159,2053.31164311767,2062.30989249096,2059.23076756312,2123.26217075782
1,4.25,0.365925292438416,18.2046786457649,0.11705094467773,-17.2832947859772,-8.03327661696125,-14.6495546892668,-10.7804273749574,-5.95379199616255,0.0306122550449934,-12.4696390251472,-6.18799624280314,0.123887783676761,0.2395,0.1795,0.01,16.66682,16.545,15.896685,15.8442375,14.2910125,101.04276275,85.01125,-0.07336,13.4885,13.804,13.49775,0,-5.1635,0.5,-2.143,344.775,394.34,368.04,386.2775,-0.2705,-0.34,-0.31,-0.11,-0.42,-0.29,0.01,-0.12,20.31,20.7208,22.10375,22.255475,23.7007,24.1084,25.81295,19.11205,20.189875,22.11455,23.84215,24.2719,21.391,22.42035,21.711,22.650525,23.964325,25.4257,19.0041,20.2384,21.2993,22.953,23.9528,24.230975,25.0288,26.03315,25.51815,20.50065,21.772825,22.978375,23.4293,23.884775,25.0864,25.41515,25.84345,-30.571125,-28.7906,-14.9032,-64.87,17.1375388408931,17.0547974883472,16.9944065889391,16.3954720792971,14.7368508243707,454.624648759878,443.463378475899,444.734922787359,448.985340203223,457.429977918433,451.775104672519,462.288361084115,468.491253513156,524.567646207818,2041.66486234556,2075.63796555701,2086.95113804257,2138.0898358733
1,4.75,0.333283625955012,18.1441605772845,0.114353542459437,-5.96974561689235,-11.1881353274523,-14.6495546892668,-36.1727086406943,-7.49859809610099,0.0316698508932463,-96.6842482929478,-5.32349190210835,0.123306439421353,0.209,0.159,0.01,16.330595,16.2959,15.725845,15.6519775,14.08908,101.032471,84.58675,-0.0954,13.324,13.4865,13.374,0,-4.8905,0.6,-2.0325,343.35,392.68,366.07,385.46,-0.28,-0.34,-0.31,-0.1105,-0.42,-0.29,0.01,-0.1205,20.241925,20.61405,22.07225,22.24825,23.7014,24.10855,25.812225,18.984275,20.127225,22.0942,23.845525,24.2719,21.235425,22.2976,21.661075,22.63445,23.9646,25.4274,18.8413,20.0796,21.2552,22.9362,23.95435,24.23025,25.0278,26.03215,25.517875,20.400025,21.733475,22.958425,23.41745,23.883925,25.0837,25.41515,25.84245,-30.791125,-28.999375,-15.43325,-63.1425,17.038047377939,16.9511259407359,16.4558315262152,15.8828520441566,14.8895339983556,453.309499522316,440.118209685883,441.016431829905,435.799865896228,456.280403752165,438.633705229085,491.013107756136,476.701541221268,490.185846993451,2030.44394355364,2062.51281107116,2101.0657165819,2100.83294531156
